xml:id	ref	role	class	type	english	mandarin	gloss	text	after	lemma	normalized	strong	morph	person	number	gender	case	tense	voice	mood	degree	domain	ln	frame	subjref	referent
n66021020024	REV 21:20!24	p	noun	common	amethyst	紫晶	amethyst	ἀμέθυστος	·	ἀμέθυστος	ἀμέθυστος	271	N-NSF		singular	feminine	nominative					002006	2.42			
n66021021001	REV 21:21!1		conj		and		And	καὶ	 	καί	καὶ	2532	CONJ													
n66021021002	REV 21:21!2		det		the	那	the	οἱ	 	ὁ	οἱ	3588	T-NPM		plural	masculine	nominative					092004	92.24			
n66021021003	REV 21:21!3		num		twelve	十二	twelve	δώδεκα	 	δώδεκα	δώδεκα	1427	A-NUI									060002	60.21			
n66021021004	REV 21:21!4		noun	common	gates	门	gates [were]	πυλῶνες	 	πυλών	πυλῶνες	4440	N-NPM		plural	masculine	nominative					007003	7.48			
n66021021005	REV 21:21!5		num		twelve	十二	twelve	δώδεκα	 	δώδεκα	δώδεκα	1427	A-NUI									060002	60.21			
n66021021006	REV 21:21!6		noun	common	pearls	珍珠	pearls	μαργαρῖται	,	μαργαρίτης	μαργαρῖται	3135	N-NPM		plural	masculine	nominative					002006	2.43			
n66021021007	REV 21:21!7	adv	adv		each	每个	respectively	ἀνὰ	 	ἀνά	ἀνὰ	303	PREP									089016	89.91			
n66021021008	REV 21:21!8		adj		one	一个	one	εἷς	 	εἷς	εἷς	1520	A-NSM		singular	masculine	nominative					060002	60.10			
n66021021009	REV 21:21!9		adj	substantive	each	每一	each	ἕκαστος	 	ἕκαστος	ἕκαστος	1538	A-NSM		singular	masculine	nominative					059003	59.27			
n66021021010	REV 21:21!10		det		the		of the	τῶν	 	ὁ	τῶν	3588	T-GPM		plural	masculine	genitive					092004	92.24			
n66021021011	REV 21:21!11		noun	common	gates	门	gates	πυλώνων	 	πυλών	πυλώνων	4440	N-GPM		plural	masculine	genitive					007003	7.48			
n66021021012	REV 21:21!12	vc	verb		was	是	was	ἦν	 	εἰμί	ἦν	2258	V-IAI-3S	third	singular			imperfect	active	indicative		013001	13.1			
n66021021013	REV 21:21!13		prep		of	用	of	ἐξ	 	ἐκ	ἐξ	1537	PREP													
n66021021014	REV 21:21!14		adj		single	一	one	ἑνὸς	 	εἷς	ἑνὸς	1520	A-GSM		singular	masculine	genitive					060002	60.10			
n66021021015	REV 21:21!15		noun	common	pearl	珍珠	pearl	μαργαρίτου	·	μαργαρίτης	μαργαρίτου	3135	N-GSM		singular	masculine	genitive					002006	2.43			
n66021021016	REV 21:21!16		conj		and		and	καὶ	 	καί	καὶ	2532	CONJ													
n66021021017	REV 21:21!17		det		the		the	ἡ	 	ὁ	ἡ	3588	T-NSF		singular	feminine	nominative					092004	92.24			
n66021021018	REV 21:21!18		adj		street	街道	street	πλατεῖα	 	πλατεῖα	πλατεῖα	4113	N-NSF		singular	feminine	nominative					001016	1.103			
n66021021019	REV 21:21!19		det		the		of the	τῆς	 	ὁ	τῆς	3588	T-GSF		singular	feminine	genitive					092004	92.24			
n66021021020	REV 21:21!20		noun	common	city	城	city	πόλεως	 	πόλις	πόλεως	4172	N-GSF		singular	feminine	genitive					001014	1.89			
n66021021021	REV 21:21!21		noun	common	gold	金	gold	χρυσίον	 	χρυσίον	χρυσίον	5553	N-NSN		singular	neuter	nominative					002007	2.49			
n66021021022	REV 21:21!22		adj		pure	净	pure	καθαρὸν	 	καθαρός	καθαρὸν	2513	A-NSN		singular	neuter	nominative					079010	79.48			
n66021021023	REV 21:21!23		conj		like	好像	as	ὡς	 	ὡς	ὡς	5613	ADV									064	64.12			
n66021021024	REV 21:21!24		noun	common	glass	玻璃	glass	ὕαλος	 	ὕαλος	ὕαλος	5194	N-NSM		singular	masculine	nominative					002006 006023	2.46 6.222			
n66021021025	REV 21:21!25		adj		transparent	透明	transparent	διαυγής	.	διαυγής	διαυγής	1307	A-NSM		singular	masculine	nominative					079006	79.24			
n66021022001	REV 21:22!1		conj		and		And	Καὶ	 	καί	Καὶ	2532	CONJ													
n66021022002	REV 21:22!2	o	noun	common	temple	圣所	temple	ναὸν	 	ναός	ναὸν	3485	N-ASM		singular	masculine	accusative					007002	7.15			
n66021022003	REV 21:22!3	adv	adv		no	没有	not	οὐκ	 	οὐ	οὐκ	3756	PRT-N													
n66021022004	REV 21:22!4	v	verb		saw	看见	I saw	εἶδον	 	ὁράω	εἶδον	3708	V-2AAI-1S	first	singular			aorist	active	indicative		024001	24.1	A0:n66001009002 A1:n66021022002	n66001009002	
n66021022005	REV 21:22!5		prep		in	里	in	ἐν	 	ἐν	ἐν	1722	PREP													
n66021022006	REV 21:22!6		pron	personal	it		it	αὐτῇ	,	αὐτός	αὐτῇ	846	P-DSF		singular	feminine	dative									n66021021020
n66021022007	REV 21:22!7		det		the		-	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n66021022008	REV 21:22!8		conj		for	因为	for	γὰρ	 	γάρ	γὰρ	1063	CONJ													
n66021022009	REV 21:22!9		noun	common	Lord	主	the Lord	κύριος	,	κύριος	κύριος	2962	N-NSM		singular	masculine	nominative					012001	12.9			
n66021022010	REV 21:22!10		det				-	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n66021022011	REV 21:22!11		noun	common	God	神	God	θεός	,	θεός	θεός	2316	N-NSM		singular	masculine	nominative					012001	12.1			
n66021022012	REV 21:22!12		det		the		-	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n66021022013	REV 21:22!13		noun	common	almighty	全能者	Almighty	παντοκράτωρ	,	παντοκράτωρ	παντοκράτωρ	3841	N-NSM		singular	masculine	nominative					012001	12.7			
n66021022014	REV 21:22!14		noun	common	temple	圣所	temple	ναὸς	 	ναός	ναὸς	3485	N-NSM		singular	masculine	nominative					007002	7.15			
n66021022015	REV 21:22!15		pron	personal	its	它	of it	αὐτῆς	 	αὐτός	αὐτῆς	846	P-GSF		singular	feminine	genitive									n66021021020
n66021022016	REV 21:22!16	vc	verb		are	是	is	ἐστιν	,	εἰμί	ἐστιν	2076	V-PAI-3S	third	singular			present	active	indicative		013001	13.4			
n66021022017	REV 21:22!17		conj		and	和	and	καὶ	 	καί	καὶ	2532	CONJ													
n66021022018	REV 21:22!18		det		the		the	τὸ	 	ὁ	τὸ	3588	T-NSN		singular	neuter	nominative					092004	92.24			
n66021022019	REV 21:22!19		noun	common	lamb	羔羊	Lamb	ἀρνίον	.	ἀρνίον	ἀρνίον	721	N-NSN		singular	neuter	nominative					004001	4.26			
n66021023001	REV 21:23!1		conj		and		And	καὶ	 	καί	καὶ	2532	CONJ													
n66021023002	REV 21:23!2		det		the	这	the	ἡ	 	ὁ	ἡ	3588	T-NSF		singular	feminine	nominative					092004	92.24			
n66021023003	REV 21:23!3		noun	common	city	城	city	πόλις	 	πόλις	πόλις	4172	N-NSF		singular	feminine	nominative					001014	1.89			
n66021023004	REV 21:23!4	adv	adv		no	不	no	οὐ	 	οὐ	οὐ	3756	PRT-N													
n66021023005	REV 21:23!5		noun	common	need	需要	need	χρείαν	 	χρεία	χρείαν	5532	N-ASF		singular	feminine	accusative					057005	57.40			
n66021023006	REV 21:23!6	v	verb		has	有	has	ἔχει	 	ἔχω	ἔχει	2192	V-PAI-3S	third	singular			present	active	indicative		090013	90.65	A0:n66021023003 A1:n66021023005		
n66021023007	REV 21:23!7		det		the		of the	τοῦ	 	ὁ	τοῦ	3588	T-GSM		singular	masculine	genitive					092004	92.24			
n66021023008	REV 21:23!8		noun	common	sun	日	sun	ἡλίου	 	ἥλιος	ἡλίου	2246	N-GSM		singular	masculine	genitive					001004	1.28			
n66021023009	REV 21:23!9		conj		or	或	nor	οὐδὲ	 	οὐδέ	οὐδὲ	3761	CONJ-N									069003	69.7			
n66021023010	REV 21:23!10		det		the		of the	τῆς	 	ὁ	τῆς	3588	T-GSF		singular	feminine	genitive					092004	92.24			
n66021023011	REV 21:23!11		noun	common	moon	月亮	moon	σελήνης	,	σελήνη	σελήνης	4582	N-GSF		singular	feminine	genitive					001004	1.29			
n66021023012	REV 21:23!12		conj		to	为要	that	ἵνα	 	ἵνα	ἵνα	2443	CONJ													
n66021023013	REV 21:23!13	v	verb		shine	照明	they should shine	φαίνωσιν	 	φαίνω	φαίνωσιν	5316	V-PAS-3P	third	plural			present	active	subjunctive		014006	14.37	A0:n66021023008;n66021023011 AA2:n66021023014	n66021023008 n66021023011	
n66021023014	REV 21:23!14	adv	pron	personal	it	她	in it	αὐτῇ	,	αὐτός	αὐτῇ	846	P-DSF		singular	feminine	dative									n66021023003
n66021023015	REV 21:23!15		det		the		the	ἡ	 	ὁ	ἡ	3588	T-NSF		singular	feminine	nominative					092004	92.24			
n66021023016	REV 21:23!16		conj		for	因为	for	γὰρ	 	γάρ	γὰρ	1063	CONJ													
n66021023017	REV 21:23!17		noun	common	glory	荣耀	glory	δόξα	 	δόξα	δόξα	1391	N-NSF		singular	feminine	nominative					079005	79.18			
n66021023018	REV 21:23!18		det				-	τοῦ	 	ὁ	τοῦ	3588	T-GSM		singular	masculine	genitive					092004	92.24			
n66021023019	REV 21:23!19		noun	common	God	神	of God	θεοῦ	 	θεός	θεοῦ	2316	N-GSM		singular	masculine	genitive					012001	12.1			
n66021023020	REV 21:23!20	v	verb		illuminates	照亮	enlightened	ἐφώτισεν	 	φωτίζω	ἐφώτισεν	5461	V-AAI-3S	third	singular			aorist	active	indicative		014006	14.39	A0:n66021023017 A1:n66021023021		
n66021023021	REV 21:23!21	o	pron	personal	it	她	it	αὐτήν	,	ἑαυτοῦ	αὐτήν	848	P-ASF		singular	feminine	accusative									n66021023003
n66021023022	REV 21:23!22		conj		and	而	and	καὶ	 	καί	καὶ	2532	CONJ													
n66021023023	REV 21:23!23		det		the		the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n66021023024	REV 21:23!24		noun	common	lamp	灯	lamp	λύχνος	 	λύχνος	λύχνος	3088	N-NSM		singular	masculine	nominative					006014	6.104			
n66021023025	REV 21:23!25		pron	personal	its	她	of it	αὐτῆς	 	αὐτός	αὐτῆς	846	P-GSF		singular	feminine	genitive									n66021023003
n66021023026	REV 21:23!26		det		the		[is] the	τὸ	 	ὁ	τὸ	3588	T-NSN		singular	neuter	nominative					092004	92.24			
n66021023027	REV 21:23!27		noun	common	lamb	羔羊	Lamb	ἀρνίον	.	ἀρνίον	ἀρνίον	721	N-NSN		singular	neuter	nominative					004001	4.26			
n66021024001	REV 21:24!1		conj		and		And	καὶ	 	καί	καὶ	2532	CONJ													
n66021024002	REV 21:24!2	v	verb		walk	行走	will walk	περιπατήσουσιν	 	περιπατέω	περιπατήσουσιν	4043	V-FAI-3P	third	plural			future	active	indicative		041001	41.11	A0:n66021024004		
n66021024003	REV 21:24!3		det		the		the	τὰ	 	ὁ	τὰ	3588	T-NPN		plural	neuter	nominative					092004	92.24			
n66021024004	REV 21:24!4		noun	common	nations	国	nations	ἔθνη	 	ἔθνος	ἔθνη	1484	N-NPN		plural	neuter	nominative					011003	11.55			
n66021024005	REV 21:24!5		prep		by	藉着	by	διὰ	 	διά	διὰ	1223	PREP													
n66021024006	REV 21:24!6		det		the	这	the	τοῦ	 	ὁ	τοῦ	3588	T-GSN		singular	neuter	genitive					092004	92.24			
n66021024007	REV 21:24!7		noun	common	light	光	light	φωτὸς	 	φῶς	φωτὸς	5457	N-GSN		singular	neuter	genitive					014006	14.36			
n66021024008	REV 21:24!8		pron	personal	its	她	of it	αὐτῆς	·	αὐτός	αὐτῆς	846	P-GSF		singular	feminine	genitive									n66021023003
n66021024009	REV 21:24!9		conj		and		and	καὶ	 	καί	καὶ	2532	CONJ													
n66021024010	REV 21:24!10		det		the		the	οἱ	 	ὁ	οἱ	3588	T-NPM		plural	masculine	nominative					092004	92.24			
n66021024011	REV 21:24!11		noun	common	kings	君王	kings	βασιλεῖς	 	βασιλεύς	βασιλεῖς	935	N-NPM		plural	masculine	nominative					037004	37.67			
n66021024012	REV 21:24!12		det		the		of the	τῆς	 	ὁ	τῆς	3588	T-GSF		singular	feminine	genitive					092004	92.24			
n66021024013	REV 21:24!13		noun	common	earth	地上	earth	γῆς	 	γῆ	γῆς	1093	N-GSF		singular	feminine	genitive					001006	1.39			
n66021024014	REV 21:24!14	v	verb		bring	带来	bring	φέρουσιν	 	φέρω	φέρουσιν	5342	V-PAI-3P	third	plural			present	active	indicative		015024	15.187	A0:n66021024011 A1:n66021024016		
n66021024015	REV 21:24!15		det		the		the	τὴν	 	ὁ	τὴν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n66021024016	REV 21:24!16		noun	common	glory	荣耀	glory	δόξαν	 	δόξα	δόξαν	1391	N-ASF		singular	feminine	accusative					087003	87.23			
n66021024017	REV 21:24!17		pron	personal	their	他们	of them	αὐτῶν	 	αὐτός	αὐτῶν	846	P-GPM		plural	masculine	genitive									n66021024011
n66021024018	REV 21:24!18		prep		into	到	into	εἰς	 	εἰς	εἰς	1519	PREP													
n66021024019	REV 21:24!19		pron	personal	it	它	it	αὐτήν	·	ἑαυτοῦ	αὐτήν	848	P-ASF		singular	feminine	accusative									n66021023003
n66021025001	REV 21:25!1		conj		and		And	καὶ	 	καί	καὶ	2532	CONJ													
n66021025002	REV 21:25!2		det		the		the	οἱ	 	ὁ	οἱ	3588	T-NPM		plural	masculine	nominative					092004	92.24			
n66021025003	REV 21:25!3		noun	common	gates	城门	gates	πυλῶνες	 	πυλών	πυλῶνες	4440	N-NPM		plural	masculine	nominative					007003	7.48			
n66021025004	REV 21:25!4		pron	personal	its	她	of it	αὐτῆς	 	αὐτός	αὐτῆς	846	P-GSF		singular	feminine	genitive									n66021023003
n66021025005	REV 21:25!5		adv		not	不	no	οὐ	 	οὐ	οὐ	3756	PRT-N													
n66021025006	REV 21:25!6		adv		at all	不	not	μὴ	 	μή	μὴ	3361	PRT-N													
n66021025007	REV 21:25!7	v	verb		shut	关闭	shall be shut	κλεισθῶσιν	 	κλείω	κλεισθῶσιν	2808	V-APS-3P	third	plural			aorist	passive	subjunctive		079024	79.112	A1:n66021025003		
n66021025008	REV 21:25!8	adv	noun	common	day	白昼	by day	ἡμέρας	,	ἡμέρα	ἡμέρας	2250	N-GSF		singular	feminine	genitive					067009	67.186			
n66021025009	REV 21:25!9	s	noun	common	night	黑夜	night	νὺξ	 	νύξ	νὺξ	3571	N-NSF		singular	feminine	nominative					014007	14.59			
n66021025010	REV 21:25!10		conj		and	因为	for	γὰρ	 	γάρ	γὰρ	1063	CONJ													
n66021025011	REV 21:25!11	adv	adv		no	没有	not	οὐκ	 	οὐ	οὐκ	3756	PRT-N													
n66021025012	REV 21:25!12	vc	verb		be		will be	ἔσται	 	εἰμί	ἔσται	2071	V-FDI-3S	third	singular			future	middle	indicative		085001	85.1			
n66021025013	REV 21:25!13	p	adv		there	那里	there	ἐκεῖ	,	ἐκεῖ	ἐκεῖ	1563	ADV									083001	83.2			n66021023003
n66021026001	REV 21:26!1		conj		and		And	καὶ	 	καί	καὶ	2532	CONJ													
n66021026002	REV 21:26!2	v	verb		bring	带	they will bring	οἴσουσιν	 	φέρω	οἴσουσιν	5342	V-FAI-3P	third	plural			future	active	indicative		015024	15.187	A0:n66021024011 A1:n66021026004;n66021026007	n66021024011	
n66021026003	REV 21:26!3		det		the		the	τὴν	 	ὁ	τὴν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n66021026004	REV 21:26!4		noun	common	glory	荣耀	glory	δόξαν	 	δόξα	δόξαν	1391	N-ASF		singular	feminine	accusative					087003	87.23			
n66021026005	REV 21:26!5		conj		and	和	and	καὶ	 	καί	καὶ	2532	CONJ													
n66021026006	REV 21:26!6		det		the		the	τὴν	 	ὁ	τὴν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n66021026007	REV 21:26!7		noun	common	honor	尊贵	honor	τιμὴν	 	τιμή	τιμὴν	5092	N-ASF		singular	feminine	accusative					065001	65.1			
n66021026008	REV 21:26!8		det		the		of the	τῶν	 	ὁ	τῶν	3588	T-GPN		plural	neuter	genitive					092004	92.24			
n66021026009	REV 21:26!9		noun	common	nations	列国	nations	ἐθνῶν	 	ἔθνος	ἐθνῶν	1484	N-GPN		plural	neuter	genitive					011003	11.55			
n66021026010	REV 21:26!10		prep		into	到	into	εἰς	 	εἰς	εἰς	1519	PREP													
n66021026011	REV 21:26!11		pron	personal	it	它	it	αὐτήν	.	ἑαυτοῦ	αὐτήν	848	P-ASF		singular	feminine	accusative									n66021023003
n66021027001	REV 21:27!1		conj		but	但是	And	καὶ	 	καί	καὶ	2532	CONJ													
n66021027002	REV 21:27!2		adv		not	不	no	οὐ	 	οὐ	οὐ	3756	PRT-N													
n66021027003	REV 21:27!3		adv		ever	不	not	μὴ	 	μή	μὴ	3361	PRT-N													
n66021027004	REV 21:27!4	v	verb		enter	进	shall enter	εἰσέλθῃ	 	εἰσέρχομαι	εἰσέλθῃ	1525	V-2AAS-3S	third	singular			aorist	active	subjunctive		015008	15.93	A0:n66021027008;n66021027010		
n66021027005	REV 21:27!5		prep		into	到~内	into	εἰς	 	εἰς	εἰς	1519	PREP													
n66021027006	REV 21:27!6		pron	personal	it	它	it	αὐτὴν	 	ἑαυτοῦ	αὐτὴν	848	P-ASF		singular	feminine	accusative									n66021023003
n66021027007	REV 21:27!7		adj		every	凡	anything	πᾶν	 	πᾶς	πᾶν	3956	A-NSN		singular	neuter	nominative					059003	59.24			
n66021027008	REV 21:27!8		adj		unclean	不洁净	defiling	κοινὸν	 	κοινός	κοινὸν	2839	A-NSN		singular	neuter	nominative					053004	53.39			
n66021027009	REV 21:27!9		conj		nor	和	and	καὶ	 	καί	καὶ	2532	CONJ													
n66021027010	REV 21:27!10	v	verb		does	行	practicing	ποιῶν	 	ποιέω	ποιῶν	4160	V-PAP-NSM		singular	masculine	nominative	present	active	participle		090011	90.45	A0:n00000000000 A1:n66021027011;n66021027013		
n66021027011	REV 21:27!11		noun	common	abomination	可憎	abomination	βδέλυγμα	 	βδέλυγμα	βδέλυγμα	946	N-ASN		singular	neuter	accusative					025017	25.187			
n66021027012	REV 21:27!12		conj		or	和	and	καὶ	 	καί	καὶ	2532	CONJ													
n66021027013	REV 21:27!13		noun	common	falsehood	虚谎之事	a lie	ψεῦδος	,	ψεῦδος	ψεῦδος	5579	N-ASN		singular	neuter	accusative					033018	33.254			
n66021027014	REV 21:27!14		conj		except		if	εἰ	 	εἰ	εἰ	1487	COND													
n66021027015	REV 21:27!15	adv	adv		those	（除外）	not	μὴ	 	μή	μὴ	3361	PRT-N													
n66021027016	REV 21:27!16		det		those	（者）	those	οἱ	 	ὁ	οἱ	3588	T-NPM		plural	masculine	nominative					092004	92.24			
n66021027017	REV 21:27!17	v	verb		written	写	having been written	γεγραμμένοι	 	γράφω	γεγραμμένοι	1125	V-RPP-NPM		plural	masculine	nominative	perfect	passive	participle		033005	33.61	A1:n00000000000		
n66021027018	REV 21:27!18		prep		in	在~上	in	ἐν	 	ἐν	ἐν	1722	PREP													
