xml:id	ref	role	class	type	english	mandarin	gloss	text	after	lemma	normalized	strong	morph	person	number	gender	case	tense	voice	mood	degree	domain	ln	frame	subjref	referent
n40001011008	MAT 1:11!8		noun	common	brothers	兄弟	brothers	ἀδελφοὺς	 	ἀδελφός	ἀδελφοὺς	80	N-APM		plural	masculine	accusative					010003	10.49			
n40001011009	MAT 1:11!9		pron	personal	his	他	of him	αὐτοῦ	 	αὐτός	αὐτοῦ	846	P-GSM		singular	masculine	genitive					092004	92.11			n40001011005
n40001011010	MAT 1:11!10		prep		at the time	时候	at [the time]	ἐπὶ	 	ἐπί	ἐπὶ	1909	PREP									067002	67.33			
n40001011011	MAT 1:11!11		det		the	时候	of the	τῆς	 	ὁ	τῆς	3588	T-GSF		singular	feminine	genitive					092004	92.24			
n40001011012	MAT 1:11!12		noun	common	deportation	被掳	carrying away	μετοικεσίας	 	μετοικεσία	μετοικεσίας	3350	N-GSF		singular	feminine	genitive					085005	85.83			
n40001011013	MAT 1:11!13		noun	proper	Babylon	巴比伦	to Babylon	Βαβυλῶνος	.	Βαβυλών	Βαβυλῶνος	897	N-GSF		singular	feminine	genitive					093002	93.420			
n40001012001	MAT 1:12!1		prep		after	以后	After	Μετὰ	 	μετά	Μετὰ	3326	PREP									067002	67.48			
n40001012002	MAT 1:12!2		conj		and	而	then	δὲ	 	δέ	δὲ	1161	CONJ									089015	89.87			
n40001012003	MAT 1:12!3		det		the		the	τὴν	 	ὁ	τὴν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n40001012004	MAT 1:12!4		noun	common	deportation	被掳	carrying away	μετοικεσίαν	 	μετοικεσία	μετοικεσίαν	3350	N-ASF		singular	feminine	accusative					085005	85.83			
n40001012005	MAT 1:12!5		noun	proper	Babylon	巴比伦	to Babylon	Βαβυλῶνος	 	Βαβυλών	Βαβυλῶνος	897	N-GSF		singular	feminine	genitive					093002	93.420			
n40001012006	MAT 1:12!6	s	noun	proper	Jeconiah	耶哥尼雅	Jechoniah	Ἰεχονίας	 	Ἰεχονίας	Ἰεχονίας	2423	N-NSM		singular	masculine	nominative					093001	93.168			
n40001012007	MAT 1:12!7	v	verb		fathered	生	begat	ἐγέννησεν	 	γεννάω	ἐγέννησεν	1080	V-AAI-3S	third	singular			aorist	active	indicative		023003	23.58	A0:n40001012006 A1:n40001012009		
n40001012008	MAT 1:12!8		det				-	τὸν	 	ὁ	τὸν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n40001012009	MAT 1:12!9		noun	proper	Shealtiel	撒拉铁	Shealtiel	Σαλαθιήλ	,	Σαλαθιήλ	Σαλαθιήλ	4528	N-PRI		singular	masculine	accusative					093001	93.320			
n40001012010	MAT 1:12!10	s	noun	proper	Shealtiel	撒拉铁	Shealtiel	Σαλαθιὴλ	 	Σαλαθιήλ	Σαλαθιὴλ	4528	N-PRI		singular	masculine	nominative					093001	93.320			
n40001012011	MAT 1:12!11		conj		and	又	then	δὲ	 	δέ	δὲ	1161	CONJ									089015	89.87			
n40001012012	MAT 1:12!12	v	verb		fathered	生	begat	ἐγέννησεν	 	γεννάω	ἐγέννησεν	1080	V-AAI-3S	third	singular			aorist	active	indicative		023003	23.58	A0:n40001012010 A1:n40001012014		
n40001012013	MAT 1:12!13		det				-	τὸν	 	ὁ	τὸν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n40001012014	MAT 1:12!14		noun	proper	Zerubbabel	所罗巴伯	Zerubbabel	Ζοροβαβέλ	,	Ζοροβαβέλ	Ζοροβαβέλ	2216	N-PRI		singular	masculine	accusative					093001	93.140			
n40001013001	MAT 1:13!1	s	noun	proper	Zerubbabel	所罗巴伯	Zerubbabel	Ζοροβαβὲλ	 	Ζοροβαβέλ	Ζοροβαβὲλ	2216	N-PRI		singular	masculine	nominative					093001	93.140			
n40001013002	MAT 1:13!2		conj		and	又	then	δὲ	 	δέ	δὲ	1161	CONJ									089015	89.87			
n40001013003	MAT 1:13!3	v	verb		fathered	生	begat	ἐγέννησεν	 	γεννάω	ἐγέννησεν	1080	V-AAI-3S	third	singular			aorist	active	indicative		023003	23.58	A0:n40001013001 A1:n40001013005		
n40001013004	MAT 1:13!4		det				-	τὸν	 	ὁ	τὸν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n40001013005	MAT 1:13!5		noun	proper	Abiud	亚比玉	Abiud	Ἀβιούδ	,	Ἀβιούδ	Ἀβιούδ	10	N-PRI		singular	masculine	accusative					093001	93.6			
n40001013006	MAT 1:13!6	s	noun	proper	Abiud	亚比玉	Abiud	Ἀβιοὺδ	 	Ἀβιούδ	Ἀβιοὺδ	10	N-PRI		singular	masculine	nominative					093001	93.6			
n40001013007	MAT 1:13!7		conj		and	又	then	δὲ	 	δέ	δὲ	1161	CONJ									089015	89.87			
n40001013008	MAT 1:13!8	v	verb		fathered	生	begat	ἐγέννησεν	 	γεννάω	ἐγέννησεν	1080	V-AAI-3S	third	singular			aorist	active	indicative		023003	23.58	A0:n40001013006 A1:n40001013010		
n40001013009	MAT 1:13!9		det				-	τὸν	 	ὁ	τὸν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n40001013010	MAT 1:13!10		noun	proper	Eliakim	以利亚敬	Eliakim	Ἐλιακίμ	,	Ἐλιακίμ	Ἐλιακίμ	1662	N-PRI		singular	masculine	accusative					093001	93.108a			
n40001013011	MAT 1:13!11	s	noun	proper	Eliakim	以利亚敬	Eliakim	Ἐλιακὶμ	 	Ἐλιακίμ	Ἐλιακὶμ	1662	N-PRI		singular	masculine	nominative					093001	93.108a			
n40001013012	MAT 1:13!12		conj		and	又	then	δὲ	 	δέ	δὲ	1161	CONJ									089015	89.87			
n40001013013	MAT 1:13!13	v	verb		fathered	生	begat	ἐγέννησεν	 	γεννάω	ἐγέννησεν	1080	V-AAI-3S	third	singular			aorist	active	indicative		023003	23.58	A0:n40001013011 A1:n40001013015		
n40001013014	MAT 1:13!14		det				-	τὸν	 	ὁ	τὸν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n40001013015	MAT 1:13!15		noun	proper	Azor	亚所	Azor	Ἀζώρ	,	Ἀζώρ	Ἀζώρ	107	N-PRI		singular	masculine	accusative					093001	93.14			
n40001014001	MAT 1:14!1	s	noun	proper	Azor	亚所	Azor	Ἀζὼρ	 	Ἀζώρ	Ἀζὼρ	107	N-PRI		singular	masculine	nominative					093001	93.14			
n40001014002	MAT 1:14!2		conj		and	又	then	δὲ	 	δέ	δὲ	1161	CONJ									089015	89.87			
n40001014003	MAT 1:14!3	v	verb		fathered	生	begat	ἐγέννησεν	 	γεννάω	ἐγέννησεν	1080	V-AAI-3S	third	singular			aorist	active	indicative		023003	23.58	A0:n40001014001 A1:n40001014005		
n40001014004	MAT 1:14!4		det				-	τὸν	 	ὁ	τὸν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n40001014005	MAT 1:14!5		noun	proper	Zadok	撒督	Zadok	Σαδώκ	,	Σαδώκ	Σαδώκ	4524	N-PRI		singular	masculine	accusative					093001	93.318			
n40001014006	MAT 1:14!6	s	noun	proper	Zadok	撒督	Zadok	Σαδὼκ	 	Σαδώκ	Σαδὼκ	4524	N-PRI		singular	masculine	nominative					093001	93.318			
n40001014007	MAT 1:14!7		conj		and	又	then	δὲ	 	δέ	δὲ	1161	CONJ									089015	89.87			
n40001014008	MAT 1:14!8	v	verb		fathered	生	begat	ἐγέννησεν	 	γεννάω	ἐγέννησεν	1080	V-AAI-3S	third	singular			aorist	active	indicative		023003	23.58	A0:n40001014006 A1:n40001014010		
n40001014009	MAT 1:14!9		det				-	τὸν	 	ὁ	τὸν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n40001014010	MAT 1:14!10		noun	proper	Achim	亚金	Achim	Ἀχίμ	,	Ἀχίμ	Ἀχίμ	885	N-PRI		singular	masculine	accusative					093001	93.55			
n40001014011	MAT 1:14!11	s	noun	proper	Achim	亚金	Achim	Ἀχὶμ	 	Ἀχίμ	Ἀχὶμ	885	N-PRI		singular	masculine	nominative					093001	93.55			
n40001014012	MAT 1:14!12		conj		and	又	then	δὲ	 	δέ	δὲ	1161	CONJ									089015	89.87			
n40001014013	MAT 1:14!13	v	verb		fathered	生	begat	ἐγέννησεν	 	γεννάω	ἐγέννησεν	1080	V-AAI-3S	third	singular			aorist	active	indicative		023003	23.58	A0:n40001014011 A1:n40001014015		
n40001014014	MAT 1:14!14		det				-	τὸν	 	ὁ	τὸν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n40001014015	MAT 1:14!15		noun	proper	Eliud	以律	Eliud	Ἐλιούδ	,	Ἐλιούδ	Ἐλιούδ	1664	N-PRI		singular	masculine	accusative					093001	93.110			
n40001015001	MAT 1:15!1	s	noun	proper	Eliud	以律	Eliud	Ἐλιοὺδ	 	Ἐλιούδ	Ἐλιοὺδ	1664	N-PRI		singular	masculine	nominative					093001	93.110			
n40001015002	MAT 1:15!2		conj		and	又	then	δὲ	 	δέ	δὲ	1161	CONJ									089015	89.87			
n40001015003	MAT 1:15!3	v	verb		fathered	生	begat	ἐγέννησεν	 	γεννάω	ἐγέννησεν	1080	V-AAI-3S	third	singular			aorist	active	indicative		023003	23.58	A0:n40001015001 A1:n40001015005		
n40001015004	MAT 1:15!4		det				-	τὸν	 	ὁ	τὸν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n40001015005	MAT 1:15!5		noun	proper	Eleazar	以利亚撒	Eleazar	Ἐλεάζαρ	,	Ἐλεάζαρ	Ἐλεάζαρ	1648	N-PRI		singular	masculine	accusative					093001	93.107			
n40001015006	MAT 1:15!6	s	noun	proper	Eleazar	以利亚撒	Eleazar	Ἐλεάζαρ	 	Ἐλεάζαρ	Ἐλεάζαρ	1648	N-PRI		singular	masculine	nominative					093001	93.107			
n40001015007	MAT 1:15!7		conj		and	又	then	δὲ	 	δέ	δὲ	1161	CONJ									089015	89.87			
n40001015008	MAT 1:15!8	v	verb		fathered	生	begat	ἐγέννησεν	 	γεννάω	ἐγέννησεν	1080	V-AAI-3S	third	singular			aorist	active	indicative		023003	23.58	A0:n40001015006 A1:n40001015010		
n40001015009	MAT 1:15!9		det				-	τὸν	 	ὁ	τὸν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n40001015010	MAT 1:15!10		noun	proper	Matthan	马但	Matthan	Ματθάν	,	Ματθάν	Ματθάν	3157	N-PRI		singular	masculine	accusative					093001	93.256			
n40001015011	MAT 1:15!11	s	noun	proper	Matthan	马但	Matthan	Ματθὰν	 	Ματθάν	Ματθὰν	3157	N-PRI		singular	masculine	nominative					093001	93.256			
n40001015012	MAT 1:15!12		conj		and	又	then	δὲ	 	δέ	δὲ	1161	CONJ									089015	89.87			
n40001015013	MAT 1:15!13	v	verb		fathered	生	begat	ἐγέννησεν	 	γεννάω	ἐγέννησεν	1080	V-AAI-3S	third	singular			aorist	active	indicative		023003	23.58	A0:n40001015011 A1:n40001015015		
n40001015014	MAT 1:15!14		det				-	τὸν	 	ὁ	τὸν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n40001015015	MAT 1:15!15		noun	proper	Jacob	雅各	Jacob	Ἰακώβ	,	Ἰακώβ	Ἰακώβ	2384	N-PRI		singular	masculine	accusative					093001	93.157b			
n40001016001	MAT 1:16!1	s	noun	proper	Jacob	雅各	Jacob	Ἰακὼβ	 	Ἰακώβ	Ἰακὼβ	2384	N-PRI		singular	masculine	nominative					093001	93.157b			
n40001016002	MAT 1:16!2		conj		and	又	then	δὲ	 	δέ	δὲ	1161	CONJ									089015	89.87			
n40001016003	MAT 1:16!3	v	verb		fathered	生	begat	ἐγέννησεν	 	γεννάω	ἐγέννησεν	1080	V-AAI-3S	third	singular			aorist	active	indicative		023003	23.58	A0:n40001016001 A1:n40001016005		
n40001016004	MAT 1:16!4		det				-	τὸν	 	ὁ	τὸν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n40001016005	MAT 1:16!5		noun	proper	Joseph	约瑟	Joseph	Ἰωσὴφ	 	Ἰωσήφ	Ἰωσὴφ	2501	N-PRI		singular	masculine	accusative					093001	93.202b			
n40001016006	MAT 1:16!6		det		the		the	τὸν	 	ὁ	τὸν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n40001016007	MAT 1:16!7		noun	common	husband	丈夫	husband	ἄνδρα	 	ἀνήρ	ἄνδρα	435	N-ASM		singular	masculine	accusative					010004	10.53			
n40001016008	MAT 1:16!8		noun	proper	Mary	马利亚	of Mary	Μαρίας	,	Μαρία	Μαρίας	3137	N-GSF		singular	feminine	genitive					093001	93.253a			
n40001016009	MAT 1:16!9		prep		of	从	out of	ἐξ	 	ἐκ	ἐξ	1537	PREP									089003	89.3			
n40001016010	MAT 1:16!10		pron	relative	whom	他	whom	ἧς	 	ὅς	ἧς	3739	R-GSF		singular	feminine	genitive					092006	92.27			n40001016008
n40001016011	MAT 1:16!11	v	verb		born	生	was born	ἐγεννήθη	 	γεννάω	ἐγεννήθη	1080	V-API-3S	third	singular			aorist	passive	indicative		023003	23.52	A1:n40001016012		
n40001016012	MAT 1:16!12		noun	proper	Jesus	耶稣	Jesus	Ἰησοῦς	 	Ἰησοῦς	Ἰησοῦς	2424	N-NSM		singular	masculine	nominative					093001	93.169a			
n40001016013	MAT 1:16!13		det		the one	那	the [One]	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n40001016014	MAT 1:16!14	vc	verb		called	称为	being called	λεγόμενος	 	λέγω	λεγόμενος	3004	V-PPP-NSM		singular	masculine	nominative	present	passive	participle		033009	33.129		n40001016012	
n40001016015	MAT 1:16!15	p	noun	proper	Christ	基督	Christ	χριστός	.	Χριστός	χριστός	5547	N-NSM		singular	masculine	nominative					093001	93.387			
n40001017001	MAT 1:17!1		adj		all	共	All	Πᾶσαι	 	πᾶς	Πᾶσαι	3956	A-NPF		plural	feminine	nominative					059003	59.23			
n40001017002	MAT 1:17!2		conj		so	这样	therefore	οὖν	 	οὖν	οὖν	3767	CONJ									089008	89.50			
n40001017003	MAT 1:17!3		det		the		the	αἱ	 	ὁ	αἱ	3588	T-NPF		plural	feminine	nominative					092004	92.24			
n40001017004	MAT 1:17!4		noun	common	generations	世代	generations	γενεαὶ	 	γενεά	γενεαὶ	1074	N-NPF		plural	feminine	nominative					010002	10.28			
n40001017005	MAT 1:17!5		prep		from	从	from	ἀπὸ	 	ἀπό	ἀπὸ	575	PREP									067006	67.131			
n40001017006	MAT 1:17!6		noun	proper	Abraham	亚伯拉罕	Abraham	Ἀβραὰμ	 	Ἀβραάμ	Ἀβραὰμ	11	N-PRI		singular	masculine	genitive					093001	93.7			
n40001017007	MAT 1:17!7		prep		to	到	to	ἕως	 	ἕως	ἕως	2193	ADV									067006	67.119			
n40001017008	MAT 1:17!8		noun	proper	David	大卫	David [were]	Δαυὶδ	 	Δαυίδ	Δαυὶδ	1138	N-PRI		singular	masculine	genitive					093001	93.91			
n40001017009	MAT 1:17!9		noun	common	generations	代	generations	γενεαὶ	 	γενεά	γενεαὶ	1074	N-NPF		plural	feminine	nominative					010002	10.28			
n40001017010	MAT 1:17!10		adj		fourteen	十四	fourteen	δεκατέσσαρες	,	δεκατέσσαρες	δεκατέσσαρες	1180	A-NPF		plural	feminine	nominative					060002	60.22			
n40001017011	MAT 1:17!11		conj		and	也	and	καὶ	 	καί	καὶ	2532	CONJ									089015	89.87			
n40001017012	MAT 1:17!12		prep		from	从	from	ἀπὸ	 	ἀπό	ἀπὸ	575	PREP									067006	67.131			
n40001017013	MAT 1:17!13		noun	proper	David	大卫	David	Δαυὶδ	 	Δαυίδ	Δαυὶδ	1138	N-PRI		singular	masculine	genitive					093001	93.91			
n40001017014	MAT 1:17!14		prep		to	到	until	ἕως	 	ἕως	ἕως	2193	ADV									067006	67.119			
n40001017015	MAT 1:17!15		det		the		the	τῆς	 	ὁ	τῆς	3588	T-GSF		singular	feminine	genitive					092004	92.24			
n40001017016	MAT 1:17!16		noun	common	deportation	被掳	carrying away	μετοικεσίας	 	μετοικεσία	μετοικεσίας	3350	N-GSF		singular	feminine	genitive					085005	85.83			
n40001017017	MAT 1:17!17		noun	proper	Babylon	巴比伦	to Babylon	Βαβυλῶνος	 	Βαβυλών	Βαβυλῶνος	897	N-GSF		singular	feminine	genitive					093002	93.420			
n40001017018	MAT 1:17!18		noun	common	generations	代	generations	γενεαὶ	 	γενεά	γενεαὶ	1074	N-NPF		plural	feminine	nominative					010002	10.28			
n40001017019	MAT 1:17!19		adj		fourteen	十四	fourteen	δεκατέσσαρες	,	δεκατέσσαρες	δεκατέσσαρες	1180	A-NPF		plural	feminine	nominative					060002	60.22			
n40001017020	MAT 1:17!20		conj		and	又	and	καὶ	 	καί	καὶ	2532	CONJ									089015	89.87			
n40001017021	MAT 1:17!21		prep		from	从	from	ἀπὸ	 	ἀπό	ἀπὸ	575	PREP									067006	67.131			
n40001017022	MAT 1:17!22		det		the		the	τῆς	 	ὁ	τῆς	3588	T-GSF		singular	feminine	genitive					092004	92.24			
n40001017023	MAT 1:17!23		noun	common	deportation	被掳	carrying away	μετοικεσίας	 	μετοικεσία	μετοικεσίας	3350	N-GSF		singular	feminine	genitive					085005	85.83			
n40001017024	MAT 1:17!24		noun	proper	Babylon	巴比伦	to Babylon	Βαβυλῶνος	 	Βαβυλών	Βαβυλῶνος	897	N-GSF		singular	feminine	genitive					093002	93.420			
n40001017025	MAT 1:17!25		prep		to	到	until	ἕως	 	ἕως	ἕως	2193	ADV									067006	67.119			
n40001017026	MAT 1:17!26		det		the		the	τοῦ	 	ὁ	τοῦ	3588	T-GSM		singular	masculine	genitive					092004	92.24			
n40001017027	MAT 1:17!27		noun	proper	Christ	基督	Christ	χριστοῦ	 	Χριστός	χριστοῦ	5547	N-GSM		singular	masculine	genitive					053009	53.82			
n40001017028	MAT 1:17!28		noun	common	generations	代	generations	γενεαὶ	 	γενεά	γενεαὶ	1074	N-NPF		plural	feminine	nominative					010002	10.28			
n40001017029	MAT 1:17!29		adj		fourteen	十四	fourteen	δεκατέσσαρες	.	δεκατέσσαρες	δεκατέσσαρες	1180	A-NPF		plural	feminine	nominative					060002	60.22			
n40001018001	MAT 1:18!1		det				-	Τοῦ	 	ὁ	Τοῦ	3588	T-GSM		singular	masculine	genitive					092004	92.24			
n40001018002	MAT 1:18!2		conj		now	而	Now	δὲ	 	δέ	δὲ	1161	CONJ													
n40001018003	MAT 1:18!3		noun	proper	Jesus	耶稣	of Jesus	Ἰησοῦ	 	Ἰησοῦς	Ἰησοῦ	2424	N-GSM		singular	masculine	genitive					093001	93.169a			
n40001018004	MAT 1:18!4		noun	proper	Christ	基督	Christ	χριστοῦ	 	Χριστός	χριστοῦ	5547	N-GSM		singular	masculine	genitive					093001	93.387			
n40001018005	MAT 1:18!5		det		the		the	ἡ	 	ὁ	ἡ	3588	T-NSF		singular	feminine	nominative					092004	92.24			
n40001018006	MAT 1:18!6		noun	common	birth	降生	birth	γένεσις	 	γένεσις	γένεσις	1078	N-NSF		singular	feminine	nominative					023003	23.46			
n40001018007	MAT 1:18!7	p	adv		in this way	这样	thus	οὕτως	 	οὕτω(ς)	οὕτως	3779	ADV									061	61.10			
n40001018008	MAT 1:18!8	vc	verb		was	是	came about	ἦν	.	εἰμί	ἦν	2258	V-IAI-3S	third	singular			imperfect	active	indicative		013001	13.4			
n40001018009	MAT 1:18!9	v	verb		betrothed	许配	Having been pledged	μνηστευθείσης	 	μνηστεύομαι	μνηστευθείσης	3423	V-APP-GSF		singular	feminine	genitive	aorist	passive	participle		034010	34.74	A1:n40001018011 A2:n40001018015		
n40001018010	MAT 1:18!10		det		the		the	τῆς	 	ὁ	τῆς	3588	T-GSF		singular	feminine	genitive					092004	92.24			
n40001018011	MAT 1:18!11		noun	common	mother	母亲	mother	μητρὸς	 	μήτηρ	μητρὸς	3384	N-GSF		singular	feminine	genitive					010002	10.16			
n40001018012	MAT 1:18!12		pron	personal	his	他	of Him	αὐτοῦ	 	αὐτός	αὐτοῦ	846	P-GSM		singular	masculine	genitive					092004	92.11			n40001018003
n40001018013	MAT 1:18!13		noun	proper	Mary	马利亚	Mary	Μαρίας	 	Μαρία	Μαρίας	3137	N-GSF		singular	feminine	genitive					093001	93.253a			
n40001018014	MAT 1:18!14		det				-	τῷ	 	ὁ	τῷ	3588	T-DSM		singular	masculine	dative					092004	92.24			
n40001018015	MAT 1:18!15		noun	proper	Joseph	约瑟	to Joseph	Ἰωσήφ	,	Ἰωσήφ	Ἰωσήφ	2501	N-PRI		singular	masculine	dative					093001	93.202b			
n40001018016	MAT 1:18!16		adv		before	在~以前	before	πρὶν	 	πρίν	πρὶν	4250	ADV									067002	67.17			
n40001018017	MAT 1:18!17		conj		but		rather	ἢ	 	ἤ	ἢ	2228	PRT													
n40001018018	MAT 1:18!18	v	verb		came together	同居	coming together	συνελθεῖν	 	συνέρχομαι	συνελθεῖν	4905	V-2AAN					aorist	active	infinitive		023004	23.61	A0:n40001018019		
n40001018019	MAT 1:18!19	s	pron	personal	they	他们	of them	αὐτοὺς	 	ἑαυτοῦ	αὐτοὺς	848	P-APM		plural	masculine	accusative					092004	92.11			n40001018011 n40001018015
n40001018020	MAT 1:18!20	v	verb		found	觉得	she was found	εὑρέθη	 	εὑρίσκω	εὑρέθη	2147	V-API-3S	third	singular			aorist	passive	indicative		027001	27.1		n40001018011	
n40001018021	MAT 1:18!21		prep		pregnant		in	ἐν	 	ἐν	ἐν	1722	PREP									023003	23.50			
n40001018022	MAT 1:18!22		noun	common	*	身孕	womb	γαστρὶ	 	γαστήρ	γαστρὶ	1064	N-DSF		singular	feminine	dative					023003	23.50			
n40001018023	MAT 1:18!23	v	verb		*	有了	having [a child]	ἔχουσα	 	ἔχω	ἔχουσα	2192	V-PAP-NSF		singular	feminine	nominative	present	active	participle		023003	23.50	A0:n40001018011	n40001018011	
n40001018024	MAT 1:18!24		prep		from	从	out of	ἐκ	 	ἐκ	ἐκ	1537	PREP									090003	90.16			
n40001018025	MAT 1:18!25		noun	common	Spirit	灵	[the] Spirit	πνεύματος	 	πνεῦμα	πνεύματος	4151	N-GSN		singular	neuter	genitive					012001	12.18			
