pdf_page,printed_page,line_order,text,bbox,bbox_normalized
541,529,19,"Brotherhood, of believers, 49:10.","[156.0, 1099.935, 1646.243, 1151.526]","[0.091765, 0.403942, 0.968378, 0.422889]"
541,529,20,"Brother, 2:178; 4:11, 12, 23, 176; 5:25, 30, 31; 7:111, 142, 150, 151; 10:87; 12:5,8,","[156.0, 1151.526, 1646.243, 1203.118]","[0.091765, 0.422889, 0.968378, 0.441835]"
541,529,21,/,"[105.0, 1157.176, 161.0, 1253.137]","[0.061765, 0.424964, 0.094706, 0.460205]"
541,529,22,"12, 59. 63-65, 69, 70, 87-90; 19:53; 20:30, 42; 23:45; 24:31; 25:35; 26:36;","[154.0, 1198.771, 1646.252, 1253.025]","[0.090588, 0.440239, 0.968383, 0.460163]"
541,529,23,"28:34, 35; 33:55; 38:23; 49:12; 58:22; 70:12; 80:34.","[154.0, 1253.025, 1646.252, 1307.279]","[0.090588, 0.460163, 0.968383, 0.480088]"
541,529,24,"Burial, 5:31.","[154.0, 1307.279, 1646.252, 1361.532]","[0.090588, 0.480088, 0.968383, 0.500012]"
541,529,25,"Cain, Adam’s son, 5:27-31.","[154.0, 1361.532, 1646.252, 1415.786]","[0.090588, 0.500012, 0.968383, 0.519936]"
541,529,26,"Calf, 2:51, 54, 92,93; 4:153; 7:148, 152; 11:69; 20:88; 51:26.","[155.0, 1407.839, 1303.247, 1462.428]","[0.091176, 0.517017, 0.766616, 0.537065]"
541,529,27,"Camel, 6:144; 7:40; 77:33; 88:17.","[155.0, 1462.428, 1303.247, 1517.018]","[0.091176, 0.537065, 0.766616, 0.557113]"
541,529,28,Cattle (see Animals),"[155.0, 1517.018, 1303.247, 1571.607]","[0.091176, 0.557113, 0.766616, 0.57716]"
541,529,29,"Cave, 18:9-11, 16, 17, 25.","[155.0, 1571.607, 1303.247, 1626.196]","[0.091176, 0.57716, 0.766616, 0.597208]"
541,529,30,Charity (see Alms),"[155.0, 1626.196, 1303.247, 1680.786]","[0.091176, 0.597208, 0.766616, 0.617255]"
541,529,31,"Chastity, 21: 91; 23:5; 24:30; 33:35; 66:12; 70:29.","[156.0, 1679.757, 1090.237, 1732.786]","[0.091765, 0.616877, 0.641316, 0.636352]"
541,529,32,"Cheat, 2:188, 282; 4:29, 161; 7:85; 9:34; 11:85; 26:183; 83:1.","[158.0, 1727.771, 1307.251, 1787.37]","[0.092941, 0.63451, 0.768971, 0.656397]"
541,529,33,"Christian 2:62, 111, 113, 120, 135, 140; 3:52,67; 5:14, 18, 51,69, 82; 9:30; 22:17;","[159.0, 1780.697, 1657.257, 1834.946]","[0.093529, 0.653947, 0.974857, 0.673869]"
541,529,34,61:14.,"[159.0, 1834.946, 1657.257, 1889.195]","[0.093529, 0.673869, 0.974857, 0.693792]"
541,529,35,"Clothes, 7:26; 22:23; 24:31; 33:59; 35:33.","[159.0, 1889.195, 1657.257, 1943.445]","[0.093529, 0.693792, 0.974857, 0.713714]"
541,529,36,"Conjecture. 2:78; 4:157; 6:148; 10:36, 66; 45:24, 32; 53:23, 28.","[162.0, 1937.839, 1344.245, 1998.666]","[0.095294, 0.711656, 0.790733, 0.733994]"
541,529,37,Consolation. 37:107; 43:39.,"[161.0, 1995.757, 1656.247, 2049.563]","[0.094706, 0.732926, 0.974263, 0.752686]"
541,529,38,"Conspiracy, 3:54; 4:114; 5:11; 9:13, 78; 17:47, 73, 76; 20:62; 21:3; 40:5; 43:80;","[161.0, 2049.563, 1656.247, 2103.37]","[0.094706, 0.752686, 0.974263, 0.772446]"
541,529,39,"47:26; prohibited 58:7, 8, 10; 60:1; 64:4.","[161.0, 2097.771, 1040.239, 2152.329]","[0.094706, 0.77039, 0.611905, 0.790426]"
541,529,40,"Constellation, 15:16; Sura 85; 85:1.","[161.0, 2152.329, 1040.239, 2206.887]","[0.094706, 0.790426, 0.611905, 0.810462]"
541,529,41,Consultation; 2:233; 3:159; 42:38.,"[161.0, 2206.887, 1040.239, 2261.445]","[0.094706, 0.810462, 0.611905, 0.830497]"
541,529,42,/,"[118.0, 2214.903, 173.251, 2308.589]","[0.069412, 0.813405, 0.101912, 0.847811]"
541,529,43,"Contentment, 3:170; 10:7; 13:26, 28; 16:106, 112; 27:36; 30:32; 40:83; 89:27.","[162.0, 2255.771, 1656.231, 2311.279]","[0.095294, 0.828414, 0.974254, 0.848799]"
541,529,44,"Contract, (see also Covenant), 2:100, 177, 221, 230,235,237; 3:77; 4:25,127; 5:1;","[162.0, 2311.279, 1656.231, 2366.786]","[0.095294, 0.848799, 0.974254, 0.869183]"
541,529,45,"7:135, 172; 8:56; 9:1, 4, 7, 12, 13, 75, III; 13:20; 16:91; 17:34; 23:8; 33:15,","[162.0, 2362.697, 1657.255, 2417.783]","[0.095294, 0.867681, 0.974856, 0.887912]"
541,529,46,23; 36:60; 43:50; 48: <0; 60:10; 70:32.,"[162.0, 2417.783, 1657.255, 2472.87]","[0.095294, 0.887912, 0.974856, 0.908142]"
541,529,47,"Convert, 2:62, 109, 217; 3:100, 149; 5:21, 54, 69; 22:17; 47:25 (see Apostasy).","[162.0, 2472.87, 1657.255, 2527.957]","[0.095294, 0.908142, 0.974856, 0.928372]"
542,530,1,"Cooperation, 3:103, 200; 5:2; 8:46; 18:28; 61:4; 90:17; 103:3.","[44.0, 146.164, 1539.496, 200.183]","[0.025882, 0.053189, 0.905586, 0.072847]"
542,530,2,"Corruption, 2:11, 12, 27, 30, 60, 205, 251; 5:32, 33, 64; 7:56, 74,85, 86, 103, 127;","[44.0, 200.183, 1539.496, 254.201]","[0.025882, 0.072847, 0.905586, 0.092504]"
542,530,3,"8:73; 10:91; 11:85, 116; 12:73; 13:25; 17:4; 18:94; 21:22; 23:71; 26:152, 183;","[44.0, 254.201, 1539.496, 308.22]","[0.025882, 0.092504, 0.905586, 0.112161]"
542,530,4,"27:14, 34, 48; 28:4, 77, 83; 29:36; 30:41; 38:28; 40:26; 47:22; 89:12.","[44.0, 308.22, 1539.496, 362.238]","[0.025882, 0.112161, 0.905586, 0.131819]"
542,530,5,"Courage, 2:150, 243, 244; 3:173; 4:77,95; 5:3,24,44, 54; 9:5, 13, 18,46,83,86.90;","[44.0, 362.238, 1539.496, 416.257]","[0.025882, 0.131819, 0.905586, 0.151476]"
542,530,6,"33:37, 39.","[45.0, 416.305, 1540.498, 471.231]","[0.026471, 0.151494, 0.906175, 0.171482]"
542,530,7,"Courtesy, 2:178, 229, 237, 262, 264; 4:19-22, 86; 16:125; 17:23-38, 53; 23:96;","[45.0, 471.231, 1540.498, 526.157]","[0.026471, 0.171482, 0.906175, 0.191469]"
542,530,8,/,"[26.0, 496.988, 56.751, 553.666]","[0.015294, 0.180854, 0.033383, 0.201479]"
542,530,9,"24:27-29, 58; 29:46; 31:17-19; 33:53; 41:34; 49:2.","[47.0, 522.217, 1542.501, 576.087]","[0.027647, 0.190035, 0.907354, 0.209639]"
542,530,10,"Covenant, with Israel, 2:40, 63, 83, 84,93; 3:183; 4:154, 155; 5:12, 13,70; 7:169.","[47.0, 576.087, 1542.501, 629.957]","[0.027647, 0.209639, 0.907354, 0.229242]"
542,530,11,"with others, 2:27, 124, 125, 177; 3:76, 81, 187; 4:21, 90, 92; 5:7, 14;","[46.0, 625.164, 1540.498, 679.437]","[0.027059, 0.227498, 0.906175, 0.247248]"
542,530,12,"6:152; 7:172; 8:56, 72; 9:1,4, 7, 75; 13:20, 25; 16:91,95; 17:34; 20:115; 23:8;","[46.0, 679.437, 1540.498, 733.71]","[0.027059, 0.247248, 0.906175, 0.266998]"
542,530,13,"33:7, 23; 36:60; 48:10; 57:8; 70:32.","[46.0, 733.71, 1540.498, 787.983]","[0.027059, 0.266998, 0.906175, 0.286748]"
542,530,14,"Covet, you shall not, 4:32; 15:88; 20:131; 28:82.","[46.0, 787.983, 1540.498, 842.256]","[0.027059, 0.286748, 0.906175, 0.306498]"
542,530,15,"Cow, 23:67-71; 6:144, 146; 12:43, 46.","[49.0, 840.164, 761.508, 900.563]","[0.028824, 0.305737, 0.447946, 0.327716]"
542,530,16,"Cowardice, (see Courage).","[50.0, 903.305, 559.497, 955.612]","[0.029412, 0.328714, 0.329116, 0.347748]"
542,530,17,"Creation, of man, 2:21, 30:38, 228; 4:1; 6:2; 7:11, 12, 189; 15:26, 28, 33; 16:4","[51.0, 950.164, 1533.51, 1010.563]","[0.03, 0.345766, 0.902065, 0.367745]"
542,530,18,"18:37; 19:67; 20:55; 22:5; 23:12; 24:45; 25:54; 30:20, 21,40, 54; 31:28; 32:7","[159.0, 1004.115, 1533.497, 1058.239]","[0.093529, 0.365399, 0.902057, 0.385094]"
542,530,19,"35:11; 36:36, 77; 37:96; 38:71,76; 39:6; 49:13; 50:16, 38; 51:49, 56; 53:45","[159.0, 1058.239, 1533.497, 1112.363]","[0.093529, 0.385094, 0.902057, 0.40479]"
542,530,20,"55:3, 14, 15; 56:57; 71:14; 75:38; 76:2, 28; 77:20; 78:8; 80:18-19; 82:7; 86:6","[159.0, 1112.363, 1533.497, 1166.488]","[0.093529, 0.40479, 0.902057, 0.424486]"
542,530,21,"92:3; 95:4; 96:1, 2.","[159.0, 1166.488, 1533.497, 1220.612]","[0.093529, 0.424486, 0.902057, 0.444182]"
542,530,22,"of the heavens and the earth, 2:29; 6:1,73, 101, 102; 7:54, 185; 9:36;","[161.0, 1220.217, 1546.515, 1273.686]","[0.094706, 0.444038, 0.909714, 0.463496]"
542,530,23,"10:3,6; 11:7; 13:2, 16; 14:19, 32; 15:85; 16:3,5,8,48,81; 17:99; 20:4; 21:16,","[161.0, 1273.686, 1546.515, 1327.155]","[0.094706, 0.463496, 0.909714, 0.482953]"
542,530,24,"33; 22:73; 23:17,91; 24:45; 25:2, 3, 59; 27:6; 29:44, 61; 30:8; 31:10,25; 32:4;","[161.0, 1327.155, 1546.515, 1380.625]","[0.094706, 0.482953, 0.909714, 0.502411]"
542,530,25,"36:71,81; 37:11; 38:27; 39:5, 38, 62; 40:62; 41:9,37; 43:9; 44:38; 45:22; 46:3,","[161.0, 1380.625, 1546.515, 1434.094]","[0.094706, 0.502411, 0.909714, 0.521868]"
542,530,26,"33; 54:49; 57:4; 59:24; 64:3; 65:12; 67:3, 14; 71:15.","[161.0, 1434.094, 1546.515, 1487.563]","[0.094706, 0.521868, 0.909714, 0.541326]"
542,530,27,"Jesus, John, & Isaac, 3:39, 49, 59; 5:110; 11:71, 72; 19:7, 49; 21:72,","[52.0, 1483.125, 1546.495, 1537.704]","[0.030588, 0.539711, 0.909703, 0.559572]"
542,530,28,"89, 90; 29:27; 37:112.","[52.0, 1537.704, 1546.495, 1592.284]","[0.030588, 0.559572, 0.909703, 0.579434]"
542,530,29,"Creature, 2:164; 6:38; 8:22, 55; 11:6, 56; 16:49, 61; 22:18; 24:45; 27:82; 29:60;","[52.0, 1592.284, 1546.495, 1646.863]","[0.030588, 0.579434, 0.909703, 0.599295]"
542,530,30,"31:10; 34:14; 35:28, 45; 42:29; 45:4.","[162.0, 1645.305, 839.494, 1697.612]","[0.095294, 0.598728, 0.49382, 0.617763]"
542,530,31,"the computer, 27:82 (see the book entitled, “The Computer Speaks:","[26.0, 1699.423, 1548.519, 1755.201]","[0.015294, 0.618422, 0.910894, 0.63872]"
542,530,32,"God’s Message to the World,” published by Islamic Productions, 739 East","[26.0, 1755.201, 1548.519, 1810.98]","[0.015294, 0.63872, 0.910894, 0.659017]"
542,530,33,"6th Street, Tucson, Arizona 85719, U.S.A.)","[26.0, 1810.98, 1548.519, 1866.758]","[0.015294, 0.659017, 0.910894, 0.679315]"
542,530,34,"Criminal Justice, 2:178, 179, 194, 283; 4:15, 135; 5:8, 32,33, 38,45; 17:33; 22:30;","[26.0, 1866.758, 1548.519, 1922.537]","[0.015294, 0.679315, 0.910894, 0.699613]"
542,530,35,"/ 24:1-2,4,6,I3;25:72.","[26.0, 1922.537, 1548.519, 1978.315]","[0.015294, 0.699613, 0.910894, 0.719911]"
542,530,36,"Criterion, 17:46; 39:45; 40:12.","[54.0, 1955.164, 1010.513, 2011.514]","[0.031765, 0.711486, 0.594419, 0.731992]"
542,530,37,"Crucifixion, 4:157; 5:33; 7:42; 12:41; 20:71; 26:49.","[54.0, 2011.514, 1010.513, 2067.863]","[0.031765, 0.731992, 0.594419, 0.752497]"
542,530,38,"Cure, 10:57; 16:69; 17:82; 26:80; 41:44.","[55.0, 2060.164, 1550.519, 2114.044]","[0.032353, 0.749696, 0.91207, 0.769303]"
542,530,39,"Curse, 2:88, 89, 159, 161; 3:61, 87; 4:46,47, 52,93, 218; 5:13,60,64, 78; 7:38,44;","[55.0, 2114.044, 1550.519, 2167.924]","[0.032353, 0.769303, 0.91207, 0.78891]"
542,530,40,"9:68; 11:18, 60,99; 13:25; 15:35; 17:60; 24:7, 23; 28:42; 29:25; 33:57,61,64,","[55.0, 2167.924, 1550.519, 2221.803]","[0.032353, 0.78891, 0.91207, 0.808517]"
542,530,41,68; 38:78; 40:52; 47:23; 48:6.,"[55.0, 2221.803, 1550.519, 2275.683]","[0.032353, 0.808517, 0.91207, 0.828123]"
542,530,42,"Darkness, 2:17, 19, 20, 257; 5:16; 6:1, 39, 59, 63, 97, 122; 10:27; 13:16; 14:1, 5;","[55.0, 2275.683, 1550.519, 2329.563]","[0.032353, 0.828123, 0.91207, 0.84773]"
542,530,43,21:87; 24:40; 27:63; 33:43; 35:20; 39:6; 57:9; 65:11.,"[58.0, 2329.217, 1549.49, 2382.766]","[0.034118, 0.847605, 0.911465, 0.867091]"
542,530,44,"Daughter, 3:36; 4:11, 23, 176; 6:100; 11:78, 79; 15:71; 16:57, 58; 17:40; 28:27;","[58.0, 2382.766, 1549.49, 2436.314]","[0.034118, 0.867091, 0.911465, 0.886577]"
542,530,45,"33:50, 59; 37:149, 153; 42:49; 43:16; 52:39; 53:21; 66:12; 81:8.","[58.0, 2436.314, 1549.49, 2489.863]","[0.034118, 0.886577, 0.911465, 0.906064]"
543,531,1,"David, 2:251; 4:163; 5:78; 6:84; 17:55; 21:78, 79; 27:15, 16; 34:10, 13; 38:17, 22,","[136.0, 154.864, 1633.507, 212.013]","[0.08, 0.056831, 0.960886, 0.077803]"
543,531,2,"24, 26, 30.","[136.0, 212.013, 1633.507, 269.161]","[0.08, 0.077803, 0.960886, 0.098775]"
543,531,3,"Day, of god, 14:5; 22:47; 32:5; 70:4.","[136.0, 269.161, 1633.507, 326.31]","[0.08, 0.098775, 0.960886, 0.119747]"
543,531,4,"of judgment, 1:4; 2:85, 113, 174, 212; 3:55, 77, 161, 180, 185, 194;","[136.0, 315.812, 1630.509, 369.828]","[0.08, 0.115894, 0.959123, 0.135717]"
543,531,5,"4:87, 109,141,159; 5:14,36,64; 6:12; 7:32, 167,172; 10:60,93; 11:60,98,99;","[136.0, 369.828, 1630.509, 423.843]","[0.08, 0.135717, 0.959123, 0.155539]"
543,531,6,"14:41; 15:35; 16:25,27,92,124; 17:13,58,62,97; 18:105; 19:95;20:I00, 101,","[136.0, 423.843, 1630.509, 477.858]","[0.08, 0.155539, 0.959123, 0.175361]"
543,531,7,"124; 21:47; 22:9, 17,69; 23:16; 25:69; 26:82; 28:41,42,61,71,72; 29:13,25,","[136.0, 477.858, 1630.509, 531.874]","[0.08, 0.175361, 0.959123, 0.195183]"
543,531,8,"32; 32:25; 35:14; 37:20; 38:16, 26, 53, 78; 39:24, 31,47,60, 67; 40:27,41:40;","[136.0, 531.874, 1630.509, 585.889]","[0.08, 0.195183, 0.959123, 0.215005]"
543,531,9,"42:45; 45:17, 26; 46:5; 51:6, 12; 56:56; 58:7; 60:3; 64:9; 68:39; 70:26; 74:46;","[136.0, 585.889, 1630.509, 639.904]","[0.08, 0.215005, 0.959123, 0.234827]"
543,531,10,"75:1, 6; 82:15, 17, 18; 83:11.","[136.0, 639.904, 1630.509, 693.92]","[0.08, 0.234827, 0.959123, 0.254649]"
543,531,11,"Deafness, 2:J8, 171; 5:71; 6:25, 39; 8:22; 10:42; 11:24; 17:46, 97; 18:57; 21:45;","[136.0, 693.92, 1630.509, 747.935]","[0.08, 0.254649, 0.959123, 0.274472]"
543,531,12,"25:73; 27:80; 30:52; 31:7; 41:5, 44; 43:40; 47:23.","[145.0, 742.125, 1627.498, 795.303]","[0.085294, 0.272339, 0.957352, 0.291854]"
543,531,13,"Dead, never return to this life, 21:95; 23:99, 100; 36:31, 50.","[145.0, 795.303, 1627.498, 848.48]","[0.085294, 0.291854, 0.957352, 0.311369]"
543,531,14,"Death, 2:19, 28, 56, 73, 94, 132, 133, 154, 173, 180, 217, 243, 258-260; 3:27, 49","[145.0, 848.48, 1627.498, 901.658]","[0.085294, 0.311369, 0.957352, 0.330884]"
543,531,15,"102, 119, 143-145, 156-158, 168, 169, 185; 4:15, 18,78, 100, 159; 5:3, 106","[145.0, 892.826, 1627.508, 946.675]","[0.085294, 0.327643, 0.957358, 0.347404]"
543,531,16,"110; 6:36, 61,93, 95, III, 122, 139, 145, 162; 7:25, 57, 158; 8:6; 9:84, 116","[145.0, 946.675, 1627.508, 1000.523]","[0.085294, 0.347404, 0.957358, 0.367164]"
543,531,17,"125; 10:31, 56; 11:7; 13:31; 14:17; 15:23; 16:21, 38, 115; 19:15, 23, 33, 66","[145.0, 1000.523, 1627.508, 1054.372]","[0.085294, 0.367164, 0.957358, 0.386925]"
543,531,18,"20:74; 21:34, 35; 22:6, 58,66; 23:15,35,37,80.82,99; 25:3; 58; 26:81; 27:80","[145.0, 1054.372, 1627.508, 1108.22]","[0.085294, 0.386925, 0.957358, 0.406686]"
543,531,19,"29:57; 30:19, 40, 50, 52; 31:34; 32:11; 33:16, 19; 34:14; 35:22, 36; 36:12","[145.0, 1108.22, 1627.508, 1162.068]","[0.085294, 0.406686, 0.957358, 0.426447]"
543,531,20,"37:16, 53, 59; 39:30, 42; 40:11, 68; 41:39; 42:9; 44:8, 35, 56; 45:21, 24, 26","[145.0, 1162.068, 1627.508, 1215.917]","[0.085294, 0.426447, 0.957358, 0.446208]"
543,531,21,"46:33; 47:20, 34; 49:12; 50:3, 19, 43; 53:44; 56:47, 60; 57:2; 62:6, 8; 63:10","[145.0, 1215.917, 1627.508, 1269.765]","[0.085294, 0.446208, 0.957358, 0.465969]"
543,531,22,67:2; 75:40; 77:26; 80:21; 87:13.,"[145.0, 1269.765, 1627.508, 1323.613]","[0.085294, 0.465969, 0.957358, 0.48573]"
543,531,23,"Deathbed, Jacob, 2:133.","[145.0, 1323.613, 1627.508, 1377.462]","[0.085294, 0.48573, 0.957358, 0.505491]"
543,531,24,"Debate, 6:25; 8:6; 13:13; 16:125; 18:56; 22:3, 8, 68; 29:46; 31:20; 40:5.","[145.0, 1377.462, 1627.508, 1431.31]","[0.085294, 0.505491, 0.957358, 0.525251]"
543,531,25,"Debt, 2:282; 4:11, 12.","[146.0, 1420.812, 600.496, 1478.536]","[0.085882, 0.521399, 0.353233, 0.542582]"
543,531,26,"Deceit, 2:9; 4:142; 8:62.","[146.0, 1478.536, 600.496, 1536.259]","[0.085882, 0.542582, 0.353233, 0.563765]"
543,531,27,Declaration (see Announcement),"[147.0, 1533.125, 1643.507, 1586.147]","[0.086471, 0.562615, 0.966769, 0.582072]"
543,531,28,"Defeat, 2:251; 3:12, 127, 160; 8:36; 17:22; 30:3; 38:11; 54:45; 58:5.","[147.0, 1586.147, 1643.507, 1639.17]","[0.086471, 0.582072, 0.966769, 0.60153]"
543,531,29,"Defection, 9:6; 60:10.","[147.0, 1639.17, 1643.507, 1692.192]","[0.086471, 0.60153, 0.966769, 0.620988]"
543,531,30,"Defense, 2:190, 191, 193, 216,217, 244; 3:121, 154, 167, 195; 4:66, 74,75,76,90;","[147.0, 1692.192, 1643.507, 1745.214]","[0.086471, 0.620988, 0.966769, 0.640446]"
543,531,31,"8:16, 17, 39, 65; 9:12, 13, 14, 123; 22:39; 33:16, 25; 47:20; 48:22; 49:9; 60:8.","[147.0, 1745.214, 1643.507, 1798.237]","[0.086471, 0.640446, 0.966769, 0.659903]"
543,531,32,9; 61:4; 73:20.,"[147.0, 1798.237, 1643.507, 1851.259]","[0.086471, 0.659903, 0.966769, 0.679361]"
543,531,33,"Defile, 2:75; 4:140; 9:28; 41:26.","[148.0, 1850.268, 817.501, 1905.128]","[0.087059, 0.678997, 0.480883, 0.699129]"
543,531,34,"Defy, 17:23; 22:51; 34:5, 38; 46:17.","[148.0, 1905.128, 817.501, 1959.988]","[0.087059, 0.699129, 0.480883, 0.719262]"
543,531,35,"Democracy, 3:169; 42:38.","[149.0, 1955.125, 1645.519, 2008.401]","[0.087647, 0.717477, 0.967952, 0.737028]"
543,531,36,"Demon, 2:275; 27:39.","[149.0, 2008.401, 1645.519, 2061.677]","[0.087647, 0.737028, 0.967952, 0.756579]"
543,531,37,"Descend, 2:57, 97; 3:124; 4:153; 5:112, 114; 6:8, 111; 7:160; 9:26, 40; 16:2, 102;","[149.0, 2061.677, 1645.519, 2114.953]","[0.087647, 0.756579, 0.967952, 0.77613]"
543,531,38,"17:95, 106; 19:64; 20:80; 25:25; 26:193, 210, 221; 34:2; 36:28; 41:30; 53:13;","[149.0, 2114.953, 1645.519, 2168.229]","[0.087647, 0.77613, 0.967952, 0.79568]"
543,531,39,57:4; 97:4.,"[149.0, 2168.229, 1645.519, 2221.505]","[0.087647, 0.79568, 0.967952, 0.815231]"
543,531,40,"Desert, 24:39.","[149.0, 2221.505, 1645.519, 2274.781]","[0.087647, 0.815231, 0.967952, 0.834782]"
543,531,41,"Designer, God, 2:29; 3:6; 7:11; 15:29; 18:37;32:9;38:73;40:64; 59:24;64:3; 75:38;","[149.0, 2274.781, 1645.519, 2328.057]","[0.087647, 0.834782, 0.967952, 0.854333]"
543,531,42,79:28; 82:7; 87:2; 91:7.,"[149.0, 2328.057, 1645.519, 2381.333]","[0.087647, 0.854333, 0.967952, 0.873884]"
543,531,43,"Despair, 5:3; 11:9; 12:80, 87; 110; 13:31; 15:55, 56; 17:83; 29:23; 30:36; 39:53;","[149.0, 2381.333, 1645.519, 2434.609]","[0.087647, 0.873884, 0.967952, 0.893435]"
543,531,44,41:49; 42:28; 60:13.,"[149.0, 2434.609, 1645.519, 2487.885]","[0.087647, 0.893435, 0.967952, 0.912985]"
543,531,45,/,"[106.0, 1971.377, 152.0, 2049.943]","[0.062353, 0.723441, 0.089412, 0.752273]"
544,532,1,"Destroy, 2:205; 3:117; 6:6,47, 131; 7:129; 8:54; 10:13; 11:117; 15:4; 17:16, 17,58;","[42.0, 162.125, 1540.511, 218.622]","[0.024706, 0.059191, 0.906183, 0.079818]"
544,532,2,"18:59; 19:74, 98; 20:128, 134; 21:9; 22:45; 26:139, 208; 28:58; 29:31; 32:26;","[43.0, 212.924, 1540.506, 267.911]","[0.025294, 0.077738, 0.90618, 0.097814]"
544,532,3,"36:31; 38:3; 43:8; 44:37; 46:27, 35; 47:13; 50:36; 53:50; 54:51; 69:5, 6.","[43.0, 267.911, 1540.506, 322.898]","[0.025294, 0.097814, 0.90618, 0.117889]"
544,532,4,"Deterrent, 5:38.","[43.0, 322.898, 1540.506, 377.885]","[0.025294, 0.117889, 0.90618, 0.137965]"
544,532,5,"Devil, 2:14, 34, 36, 108, 168,208, 268, 275; 3:36, 155, 175; 4:38, 60,76,83, 119,","[44.0, 370.864, 1540.515, 431.658]","[0.025882, 0.135401, 0.906186, 0.157597]"
544,532,6,"120; 4:117; 5:90,91; 6:43,68.71,112,121,142; 7:11,20,22,27,30,175,200,","[9.0, 435.502, 1542.5, 488.082]","[0.005294, 0.159, 0.907353, 0.178197]"
544,532,7,"201; 8:11,48; 12:5,42, 100; 15:17,31,32; 16:63,98; 17:27,53,61.64; 18:50,","[9.0, 488.082, 1542.5, 540.662]","[0.005294, 0.178197, 0.907353, 0.197394]"
544,532,8,"63; 19:44, 45, 68, 83; 20:116, 120; 21:82; 22:3, 52, 53; 23:97; 24:21; 25:29,","[9.0, 540.662, 1542.5, 593.242]","[0.005294, 0.197394, 0.907353, 0.216591]"
544,532,9,"26:95, 210, 221; 27:24; 28:15; 29:38; 31:21; 34:20; 35:6; 37:7,41,65; 38:37,","[9.0, 593.242, 1542.5, 645.822]","[0.005294, 0.216591, 0.907353, 0.235787]"
544,532,10,"41, 74, 75; 41:36; 43:36, 62; 47:25; 58:10, 19; 59:16; 67:5; 81:25.","[9.0, 645.822, 1542.5, 698.402]","[0.005294, 0.235787, 0.907353, 0.254984]"
544,532,11,"Dignity, 3:26; 4:139; 10:65; 35:10; 37:180; 63:8.","[9.0, 698.402, 1542.5, 750.982]","[0.005294, 0.254984, 0.907353, 0.274181]"
544,532,12,"Disaster, 2:156, 266; 3:117, 120, 146, 153, 165, 166, 172; 4:62, 72,78,79,5:52;","[9.0, 750.982, 1542.5, 803.562]","[0.005294, 0.274181, 0.907353, 0.293378]"
544,532,13,"7:100, 131; 8:25; 9:50, 51, 52; 11:89; 13:31; 16:34; 22:11, 35; 24:63; 28:47;","[9.0, 803.562, 1542.5, 856.142]","[0.005294, 0.293378, 0.907353, 0.312575]"
544,532,14,"30:26; 31:17; 39:51; 42:30, 48; 57:22; 64:11.","[9.0, 856.142, 1542.5, 908.722]","[0.005294, 0.312575, 0.907353, 0.331771]"
544,532,15,"Disciple, of Jesus, 3:52; 5:111, 112; 61:14.","[9.0, 908.722, 1542.5, 961.302]","[0.005294, 0.331771, 0.907353, 0.350968]"
544,532,16,"Discrepancy, none in the Quran, 4:82; 47:24.","[9.0, 961.302, 1542.5, 1013.882]","[0.005294, 0.350968, 0.907353, 0.370165]"
544,532,17,"Discrimination, 2:136, 285; 3:84; 4H50, 152; 49:13.","[9.0, 1013.882, 1542.5, 1066.462]","[0.005294, 0.370165, 0.907353, 0.389362]"
544,532,18,"Dishonesty, 2:188; 4:29, 161; 5:42, 62, 63.","[9.0, 1066.462, 1542.5, 1119.042]","[0.005294, 0.389362, 0.907353, 0.408559]"
544,532,19,"^Dispute, 2:228; 4:128; 49:9 (see also Arguments).","[9.0, 1119.042, 1542.5, 1171.622]","[0.005294, 0.408559, 0.907353, 0.427755]"
544,532,20,"Distillation, 25:53; 27:61; 55:20.","[46.0, 1169.268, 1277.502, 1223.053]","[0.027059, 0.426896, 0.751472, 0.446533]"
544,532,21,"Distortion, 2:59, 75, 181, 211; 4:46; 5:13, 4I;7:I62; 14:28; 48:15.","[46.0, 1223.053, 1277.502, 1276.837]","[0.027059, 0.446533, 0.751472, 0.466169]"
544,532,22,"Ditch, battle of the, (see Allies).","[46.0, 1276.837, 1277.502, 1330.622]","[0.027059, 0.466169, 0.751472, 0.485806]"
544,532,23,"Division, 3:103, 105; 6:153, 159; 30:14; 42:13, 14; 77:4.","[47.0, 1321.812, 1543.496, 1377.015]","[0.027647, 0.482589, 0.907939, 0.502744]"
544,532,24,"Divorce, 2:227-236, 241; 33:49; 65:1; 66:5.","[47.0, 1377.015, 1543.496, 1432.217]","[0.027647, 0.502744, 0.907939, 0.522898]"
544,532,25,"Dog, 5:4; 7:176; 18:18-22.","[47.0, 1432.217, 1543.496, 1487.42]","[0.027647, 0.522898, 0.907939, 0.543052]"
544,532,26,"Donation. 2:196, 263, 264, 271,276; 4:114; 9:58, 60, 79, 104; 33:35; 57:18; 58:12.","[47.0, 1487.42, 1543.496, 1542.622]","[0.027647, 0.543052, 0.907939, 0.563206]"
544,532,27,13.,"[47.0, 1551.127, 1060.496, 1603.086]","[0.027647, 0.566311, 0.623821, 0.585282]"
544,532,28,"Dowry, 4:4, 24, 25; 5:5; 33:50; 60:10.","[47.0, 1603.086, 1060.496, 1655.046]","[0.027647, 0.585282, 0.623821, 0.604252]"
