Video Title,Link,Start Time,End Time,Text,Speaker,Description,TOC Time,TOC Title
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:07:40.647,00:07:42.809,A man: What does (unintelligible),A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:07:42.809,00:07:45.779,A woman: (unintelligible),A woman,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:07:45.779,00:07:46.279,A woman: Yeah.,A woman,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:07:46.279,00:07:52.168,A woman: (unintelligible),A woman,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:07:52.168,00:07:54.232,"Dr. Khalifa: I think she's on probation or something and,",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:07:54.232,00:07:58.202,"yeah, I put it, but I remember when she was going on trial and things, I said,",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:07:58.202,00:08:00.444,"""well, poor girl, look at this, he's gonna, they're gonna put her...""",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:08:00.444,00:08:03.020,Because they were asking for seven year of prison or something.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:08:05.000,00:08:06.596,"And, of course, there are examples like this,",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:08:06.596,00:08:09.798,"Dr. Khalifa: lots of, lots of examples where you can...",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:08:12.586,00:08:19.516,A man: (unintelligible),A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:08:20.758,00:08:23.172,"Dr. Khalifa: Okay. Well, this is the, this is a good point.",Dr. Khalifa,,00:08:20.758,Misunderstandings of Capital Punishment
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:08:23.172,00:08:24.202,A woman: What was the point?,A woman,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:08:24.202,00:08:25.071,A man: (unintelligible),A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:08:25.071,00:08:30.566,"Dr. Khalifa: In, that in some Islamic countries, they demand capital punishment. Okay.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:08:30.798,00:08:36.081,"Some bloodthirsty people will take this verse, this very verse, and say that",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:08:36.081,00:08:40.667,"Dr. Khalifa: the Quran institutes capital punishment, requires capital punishment.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:08:40.667,00:08:41.667,A man: (unintelligible),A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:08:41.838,00:08:43.959,"Dr. Khalifa: It is, that it required...",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:08:44.434,00:08:45.464,"Hey, this is fun.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:08:50.202,00:08:56.212,"They, they tell you that the Quran requires capital punishment, and that's a misunderstanding of, of the verse.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:08:58.798,00:09:02.596,"Capital punishment here is set as a maximum, one for one.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:09:03.000,00:09:05.980,"Not only one for one, one kind for the same kind.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:09:08.000,00:09:12.404,Dr. Khalifa: And (unintelligible) is given to compensate.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:09:14.020,00:09:14.687,A man: Yes.,A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:09:16.000,00:09:20.000,"A man: On 179, we should emphasize again that",A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:09:20.000,00:09:21.111,"Dr. Khalifa: (unintelligible)
A man: (unintelligible)",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:09:22.000,00:09:24.283,"A man: Well, the next, the rest of that, O you who possess intelligence, that you may attain salvation.",A man,,00:09:22.000,Salvation for Possessors of Intelligence
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:09:24.283,00:09:27.697,"A man: [2:179]  ... O you who possess intelligence, that you may attain salvation.",A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:09:27.697,00:09:28.455,Dr. Khalifa: Right.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:09:28.455,00:09:36.455,"A man: And that's, that's our theme all the time with Rahman and Rahim, is that compassion and that mercy.",A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:09:37.000,00:09:49.464,"And people having, being as vicegerents only, like, that, that we are,",A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:09:49.464,00:09:59.000,"you know, we're supposed to be doing to each other, or in the world, the kind of things that we would like from God or from eternal life.",A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:09:59.404,00:10:05.566,"So, we should recognize further than, you know, what's, why.",A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:10:06.727,00:10:14.788,"You know, the deeper reason for this, which is our own salvation, not merely",A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:10:14.788,00:10:18.930,"A man: the life, the, the death of the people (unintelligible).",A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:10:19.758,00:10:23.940,"Dr. Khalifa: Also, it does, intelligence here is a key word.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:10:25.758,00:10:32.667,"Because, like this fellow who was executed a few days ago, now, who gained what from killing him?",Dr. Khalifa,,00:10:25.758,Sparing Lives as Intelligent Policy
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:10:33.394,00:10:35.000,"He made a mistake, obviously.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:10:35.000,00:10:36.000,And there was a victim.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:10:36.646,00:10:38.585,It was a terrible crime.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:10:40.363,00:10:44.737,"But they were not sure who killed, there were two people involved.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:10:46.758,00:10:53.435,"But, probably, it would have been better if he was forced to pay compensation to somebody.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:10:54.202,00:10:56.111,And he'd be paying the rest of his life.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:10:56.717,00:10:58.515,And somebody will be benefiting from that.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:10:58.515,00:11:01.677,"Dr. Khalifa: But, as it is, nobody benefited from this.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:01.677,00:11:03.000,A man: Is this the (unintelligible) of Texas?,A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:03.000,00:11:03.500,Dr. Khalifa: Yeah.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:03.500,00:11:05.000,A man: He became (unintelligible),A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:05.687,00:11:07.192,"Dr. Khalifa: Well, yeah, that's what he said.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:08.000,00:11:09.000,Dr. Khalifa: I hope he did.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:09.242,00:11:10.646,A woman: You know who is (unintelligible),A woman,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:10.646,00:11:11.444,"Dr. Khalifa: Yeah, we don't know it.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:11.444,00:11:12.283,A woman: (unintelligible),A woman,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:12.485,00:11:12.985,Dr. Khalifa: Huh?,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:12.985,00:11:14.187,A woman: (unintelligible),A woman,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:14.187,00:11:14.687,Dr. Khalifa: Yeah.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:16.000,00:11:26.000,"So, it's a matter of intelligence as to what is really the best, the best way to handle this.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:26.485,00:11:28.435,Dr. Khalifa: Who benefits from killing that person?,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:28.920,00:11:30.678,A woman: (unintelligible),A woman,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:31.000,00:11:31.500,Dr. Khalifa: Yeah.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:31.500,00:11:37.783,A woman: (unintelligible).,A woman,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:37.783,00:11:40.505,"Dr. Khalifa: No, it still holds as a maximum.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:41.677,00:11:43.435,A woman: (unintelligible).,A woman,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:43.435,00:11:47.991,"Dr. Khalifa: See, remember the judge, the judge, according to God's law, is the victim.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:53.263,00:11:55.000,The judge is always the victim.,Dr. Khalifa,,00:11:53.263,Maximum Punishments and Car Damage
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:55.000,00:11:58.283,"And the, the maximum punishment is already set.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:11:58.515,00:12:02.333,"So, if I hit your car, you'll be the judge,",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:12:02.333,00:12:07.646,and your maximum that you can take from me is the cost that will restore your car to the original condition.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:12:08.556,00:12:13.920,"And you can choose to say, ""no, it's okay. This person is poor and I'm not gonna take anything from him.""",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:12:13.920,00:12:18.506,Or you can ask for any compensation within the maximum.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:12:19.717,00:12:22.626,"Dr. Khalifa: So, it is not an abrogation of the Jewish law, the soul for the soul.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:12:23.353,00:12:34.304,A woman: But (unintelligible),A woman,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:12:34.304,00:12:39.000,"Dr. Khalifa: Oh, I see, yeah, right. Right. That's a good point.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:12:44.000,00:12:47.303,"What supports that is that in Sura 5 it says, for the Jews",Dr. Khalifa,,00:12:44.000,Equivalence in Jewish Law
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:12:47.303,00:12:48.212,Dr. Khalifa: [5:45]  ... we decreed ...,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:12:48.414,00:12:49.081,A woman: Right.,A woman,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:12:49.485,00:12:50.556,"Dr. Khalifa: [5:45]  ... the soul for the soul, ...",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:12:50.556,00:12:51.425,"[5:45]  ... the tooth for the tooth, ...",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:12:51.425,00:12:52.172,Dr. Khalifa: and so forth.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:13:04.586,00:13:08.000,A man: This is the first time I've ever heard this interpretation discussed.,A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:13:08.000,00:13:18.444,"A man: I mean, it's just, well, this understanding that, I mean, in this practice by the church, I've never heard of that, really.",A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:13:18.646,00:13:20.000,Dr. Khalifa: What stuff in here?,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:13:20.202,00:13:23.455,"A man: That people would say, well, because",A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:13:23.455,00:13:28.304,"that was a man that killed a woman, or a woman killed a man, and therefore we can't kill them.",A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:13:28.304,00:13:29.313,"A man: I've never heard that.
Dr. Khalifa: Right.",A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:13:29.758,00:13:30.556,Dr. Khalifa: That's what it says here.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:13:30.556,00:13:32.516,"A man: Yeah, but I've never heard that distinction.
Dr. Khalifa: Oh, you want...",A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:13:33.323,00:13:35.737,Dr. Khalifa: You hid the kin part.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:13:38.000,00:13:41.394,A man: But it's nowhere as ever used. It hasn't been.,A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:13:42.323,00:13:45.111,A man: But upon this verse. That's what I'm after.,A man,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:13:46.000,00:13:49.475,"Dr. Khalifa: Well, I don't know. Maybe, it wasn't. Maybe, it was.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:13:50.323,00:13:53.485,"But the general consensus, unfortunately, is that this is,",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:13:53.485,00:13:59.232,"this sets, this demands capital punishment. Unfortunately, this is their understanding.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:14:00.364,00:14:03.939,"But if we stick to the letter of Quran, it's very clear.",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:14:06.566,00:14:08.020,"Dr. Khalifa: Are you through, Iman?",Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:14:08.020,00:14:10.970,Iman: (unintelligible),Iman,,00:14:08.020,Latifa Reads Sura Two Wills
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:14:10.970,00:14:14.869,Dr. Khalifa: Okay Latif. Leave A Will.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:14:20.727,00:14:33.000,"Latifa: [2:180]  It is decreed that the dictation of a will when death approaches the one of you, for the benefit of your parents and relatives. This is incumbent duty upon the righteous.",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:14:33.404,00:14:42.788,"[2:181]  If anyone alters a will he had witnessed, he incurs the sins of such distortions. GOD is Hearer, Omniscient.",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:14:43.313,00:14:49.444,"Latifa: [2:182]  However, if one senses obvious sinful partiality...",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:14:49.444,00:14:50.354,Dr. Khalifa: Partiality.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:14:50.354,00:15:03.000,"Latifa: [2:182]  ... partiality on the part of the testator, and alters a will to restore justice, then he incurs no sin. GOD is Forgiver, Most Merciful.",Latifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:15:03.323,00:15:06.000,Dr. Khalifa: It's never rigid. The Quran is never rigid.,Dr. Khalifa,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:15:06.687,00:15:10.000,Dean Mahmoud: Thank you (unintelligible) for us.,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:15:10.000,00:15:16.687,"But before we go to, to this particular subject,",Dean Mahmoud,,00:15:10.000,Punishment for Fighting God
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:15:16.687,00:15:21.444,"I just, we took the question (unintelligible) about subject of punishment.",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:15:22.131,00:15:27.242,"In some ways, there is some form of capital punishment, but of a different sort.",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:15:28.000,00:15:37.818,"In verse, in verse, chapter 5, Sura 5, verse 33,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:15:40.000,00:15:59.223,"[5:33]  Only those who actively fight God and His messenger, and commit gross corruption, may be punished by execution or crucifixion, or by cutting their hands and feet on alternate sides, or by banishing them. ...",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:16:00.000,00:16:00.869,There is the,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:16:00.869,00:16:02.283,[5:33]  ... or by banishing them. ...,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:16:02.283,00:16:08.000,"[5:33]  ... They have deserved humiliation in this life, and far worse retribution in the Hereafter.",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:16:08.000,00:16:10.717,"[5:34]  As for those who repent, before you overcome them, ...",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:16:10.717,00:16:12.404,But this is first of all...,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:16:16.000,00:16:19.596,"Our brother here raised the question, if people can be executed.",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:16:20.323,00:16:22.606,"Dean Mahmoud: Well, I just mentioned that. (unintelligible)",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:16:22.606,00:16:25.838,"Dr. Khalifa: Well, people who have committed vast corruption.",Dr. Khalifa,,00:16:22.606,Corruption and Execution Limits
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:16:25.838,00:16:29.757,"Dean Mahmoud: Yeah. I would say, there is such thing as executing people.",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:16:29.757,00:16:32.596,"But this seems to refer more to war,",Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:16:32.596,00:16:37.000,not a case of XZY in society.,Dean Mahmoud,,,
67 Friday Sermon 10 Dec. 1982 By Dr. Rashad Khalifa,https://www.youtube.com/watch?v=7wP_-BUP1Lg,00:16:37.283,00:16:42.354,"But it refers to a person who has hurt society, and has brought corruption.",Dean Mahmoud,,,
