Video Title,Link,Start Time,End Time,Text,Speaker,SplitFromRow,VerseRefs,VerseLang
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:23:41.506,00:23:46.720,A man: What are the causes for human being to be a hypocrite?,A man,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:23:46.720,00:23:47.825,Dr. Khalifa: The causes?,Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:23:47.825,00:24:01.142,"A man: The choice, is it by himself or herself, given to him by God? Why the person chooses to be a con hypocrite?",A man,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:24:01.142,00:24:11.752,A man: (unintelligible),A man,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:24:12.403,00:24:14.340,Dr. Khalifa: Hypocrisy is lack of belief.,Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:24:15.531,00:24:16.340,"Ok? So,",Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:24:16.560,00:24:18.400,The belief is not there.,Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:24:18.400,00:24:23.000,And what they're doing is going along with whatever group they're with.,Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:24:23.542,00:24:25.573,"Dr. Khalifa: So, they're really worshipping their own ego.",Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:24:27.000,00:24:30.000,A man: Is it a choice that they are making (unintelligible) or...,A man,,,
