verse_index,verse_id,english,chapter_number,verse_number
28189,9:33,"“Behold”, from “ἰδοὺ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",1055,33
28193,10:4,"or, completion, or end",1056,4
28235,11:25,The word for “brothers” here and where context allows may also be correctly translated “brothers and sisters” or “siblings.”,1057,25
28276,13:9,"TR adds “You shall not give false testimony,”",1059,9
28307,14:26,TR places verses 24-26 after Romans 16:24 as verses 25-27.,1060,26
28314,15:7,TR reads “us” instead of “you”,1061,7
28321,15:14,The word for “brothers” here and where context allows may also be correctly translated “brothers and sisters” or “siblings.”,1061,14
28341,16:1,"or, deacon",1062,1
28354,16:14,The word for “brothers” here and where context allows may also be correctly translated “brothers and sisters” or “siblings.”,1062,14
28365,16:25,"TR places Romans 14:24-26 at the end of Romans instead of at the end of chapter 14, and numbers these verses 16:25-27.",1062,25
28366,1:1,“Christ” means “Anointed One”.,1063,1
28375,1:10,The word for “brothers” here and where context allows may also be correctly translated “brothers and sisters” or “siblings.”,1063,10
28492,7:3,NU and TR have “what is owed her” instead of “the affection owed her”.,1069,3
28562,9:20,NU adds: though I myself am not under the law,1071,20
28578,10:9,NU reads “the Lord” instead of “Christ”.,1072,9
28605,11:3,"or, origin or, origin or, origin",1073,3
28638,12:2,or Gentiles,1074,2
28686,14:6,The word for “brothers” here and where context allows may also be correctly translated “brothers and sisters” or “siblings.”,1076,6
28769,15:49,"NU, TR read “we will” instead of “let’s”",1077,49
28770,15:50,The word for “brothers” here and where context allows may also be correctly translated “brothers and sisters” or “siblings.”,1077,50
28771,15:51,"“Behold”, from “ἰδοὺ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",1077,51
28775,15:55,"or, Hell",1077,55
28800,16:22,Greek: anathema. Aramaic: Maranatha!,1078,22
28803,1:1,“Christ” means “Anointed One”.,1079,1
28810,1:8,The word for “brothers” here and where context allows may also be correctly translated “brothers and sisters” or “siblings.”,1079,8
28813,1:11,+ MT: your; TR and NU: our,1079,11
28896,5:17,"“Behold”, from “ἰδοὺ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",1083,17
29013,11:22,"or, seed",1089,22
29060,1:1,“Christ” means “Anointed One”.,1092,1
29061,1:2,The word for “brothers” here and where context allows may also be correctly translated “brothers and sisters” or “siblings.”,1092,2
29079,1:20,"“Behold”, from “ἰδοὺ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",1092,20
29120,3:16,"or, seed or, seeds",1094,16
29139,4:6,"Abba is a Greek spelling for the Aramaic word for “Father” or “Daddy” used in a familiar, respectful, and loving way.",1095,6
29186,5:22,"or, faithfulness",1096,22
29209,1:1,“Christ” means “Anointed One”.,1098,1
29226,1:18,TR reads “understanding” instead of “hearts”,1098,18
29262,3:9,TR reads “fellowship” instead of “administration”,1100,9
29285,4:11,"or, pastors",1101,11
29301,4:27,"or, opportunity",1101,27
29356,6:17,"from the Greek “ῥῆμα” (rhema), which means “spoken word”",1103,17
29364,1:1,"“Christ” means “Anointed One”. or, superintendents, or bishops Or, deacons",1104,1
29368,1:5,The word translated “partnership” (κοινωνίᾳ) also means “fellowship” and “sharing”.,1104,5
29375,1:12,The word for “brothers” here and where context allows may also be correctly translated “brothers and sisters” or “siblings.”,1104,12
29376,1:13,"or, praetorian",1104,13
29389,1:26,"or, rejoicing",1104,26
29468,1:1,“Christ” means “Anointed One”.,1108,1
29469,1:2,The word for “brothers” here and where context allows may also be correctly translated “brothers and sisters” or “siblings.”,1108,2
29474,1:7,NU reads our,1108,7
29481,1:14,"TR adds “through his blood,”",1108,14
29563,1:1,“Christ” means “Anointed One”.,1112,1
29566,1:4,The word for “brothers” here and where context allows may also be correctly translated “brothers and sisters” or “siblings.”,1112,4
29591,2:19,TR adds “Christ”,1113,19
29609,4:4,"literally, possess his own vessel",1115,4
29654,1:3,The word for “brothers” here and where context allows may also be correctly translated “brothers and sisters” or “siblings.”,1117,3
29663,1:12,TR adds “Christ”,1117,12
29666,2:3,"or, falling away , or, defection",1118,3
29699,1:1,NU reads Christ Jesus and omits the Lord.,1120,1
29727,2:9,"The word for “not” is the negative particle “μη” which denies an expected idea, as opposed to the usual word for “not” (ου) which denies a fact. Thus “μη” in this context is denying an expected idea (that women can be properly dressed without good works).",1121,9
29734,3:1,"or, superintendent, or bishop",1122,1
29741,3:8,"or, Deacons.",1122,8
29743,3:10,"or, serve as deacons",1122,10
29745,3:12,"or, deacons",1122,12
29746,3:13,"or, served well as deacons",1122,13
29749,3:16,NU replaces “God” with “who”,1122,16
29769,5:4,TR adds “good and”,1124,4
29795,6:5,NU omits “Withdraw yourself from such.”,1125,5
29812,1:1,“Christ” means “Anointed One”.,1126,1
29837,2:8,"or, seed",1127,8
29848,2:19,TR reads “Christ” instead of “the Lord”,1127,19
29871,3:16,"or, Every writing inspired by God is",1128,16
29895,1:1,“Christ” means “Anointed One”.,1130,1
29941,1:1,“Christ” means “Anointed One”.,1133,1
29950,1:10,Onesimus means “useful”.,1133,10
29986,2:7,TR adds “and set him over the works of your hands”,1135,7
29990,2:11,The word for “brothers” here and where context allows may also be correctly translated “brothers and sisters” or “siblings.”,1135,11
29995,2:16,"or, seed",1135,16
30003,3:6,“Christ” means “Anointed One”.,1136,6
30102,8:8,"“Behold”, from “ἰδοὺ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",1141,8
30105,8:11,TR reads “neighbor” instead of “fellow citizen”,1141,11
30108,9:1,TR adds “tabernacle”,1142,1
30181,11:7,"or, reverence",1144,7
30187,11:13,TR adds “and being convinced of”,1144,13
30191,11:17,"The phrase “only born” is from the Greek word “μονογενη”, which is sometimes translated “only begotten” or “one and only”.",1144,17
30234,12:20,TR adds “or shot with an arrow”,1145,20
30269,1:1,“Christ” means “Anointed One”.,1147,1
30270,1:2,The word for “brothers” here and where context allows may also be correctly translated “brothers and sisters” or “siblings.”,1147,2
30289,1:21,"or, preserve your life.",1147,21
30297,2:2,"or, meeting",1148,2
30325,3:4,"“Behold”, from “ἰδοὺ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",1149,4
30327,3:6,"or, Hell",1149,6
30360,5:4,Greek: Sabaoth (or Hebrew: Tze’va’ot),1151,4
30368,5:12,TR reads “under judgment” instead of “into hypocrisy”,1151,12
30377,1:1,“Christ” means “Anointed One”.,1152,1
30389,1:13,"literally, “gird up the waist of your mind” or “put on the belt of the waist of your mind”",1152,13
30407,2:6,"“Behold”, from “ הִנֵּה ” or “ἰδοὺ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",1153,6
30422,2:21,TR reads “us” instead of “you”,1153,21
30425,2:24,"or, stripes",1153,24
30426,2:25,"“Overseer” is from the Greek ἐπίσκοπον, which can mean overseer, curator, guardian, or superintendent.",1153,25
30482,1:1,“Christ” means “Anointed One”.,1157,1
30491,1:10,The word for “brothers” here and where context allows may also be correctly translated “brothers and sisters” or “siblings.”,1157,10
30504,2:2,TR reads “destructive” instead of “immoral”,1158,2
30506,2:4,Tartarus is another name for Hell,1158,4
30545,1:3,“Christ” means “Anointed One”.,1160,3
30553,2:1,"Greek παρακλητον: Counselor, Helper, Intercessor, Advocate, and Comforter.",1161,1
30554,2:2,"“atoning sacrifice” is from the Greek “ιλασμος”, an appeasing, propitiating, or the means of appeasement or propitiation—the sacrifice that turns away God’s wrath because of our sin.",1161,2
30572,2:20,"Or, “know what is true”, or, “know all things”",1161,20
30575,2:23,MT omits: He who confesses the Son has the Father also.,1161,23
30614,4:9,"The phrase “only born” is from the Greek word “μονογενη”, which is sometimes translated “only begotten” or “one and only”.",1163,9
30615,4:10,"“atoning sacrifice” is from the Greek “ιλασμος”, an appeasing, propitiating, or the means of appeasement or propitiation—the sacrifice that turns away God’s wrath because of our sin.",1163,10
30624,4:19,NU omits “him”.,1163,19
30633,5:7,"Only a few recent manuscripts add “in heaven: the Father, the Word, and the Holy Spirit; and these three are one. And there are three that testify on earth:”",1164,7
30650,1:3,“Christ” means “Anointed One”.,1165,3
30675,1:1,"or, Judah “Christ” means “Anointed One”.",1167,1
30688,1:14,"“Behold”, from “ἰδοὺ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",1167,14
30698,1:24,TR and NU read “you”,1167,24
30700,1:1,"“Christ” means “Anointed One”. or, messenger (here and wherever angel is mentioned)",1168,1
30706,1:7,"“Behold”, from “ἰδοὺ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",1168,7
30707,1:8,TR adds “the Beginning and the End” TR omits “God”,1168,8
30710,1:11,"TR adds “I am the Alpha and the Omega, the First and the Last.” TR adds “which are in Asia”",1168,11
30717,1:18,"or, Hell",1168,18
30719,1:20,"or, messengers (here and wherever angels are mentioned)",1168,20
30722,2:3,TR adds “have labored and”,1169,3
30734,2:15,TR reads “which I hate” instead of “likewise”,1169,15
30736,2:17,"Manna is supernatural food, named after the Hebrew for “What is it?”. See Exodus 11:7-9 .",1169,17
30739,2:20,"TR, NU read “that” instead of “your”",1169,20
30750,3:2,NU & TR read “which were about to die” instead of “which you were about to throw away”.,1170,2
30762,3:14,"or, Source, or Head",1170,14
30778,4:8,Hodges/Farstad MT reads “holy” 9 times instead of 3.,1171,8
30781,4:11,"TR omits “and God, the Holy One,”",1171,11
30794,5:13,TR omits “Amen!”,1172,13
30795,5:14,TR adds “twenty-four” TR adds “the one living forever and ever”,1172,14
30801,6:6,A choenix is a dry volume measure that is a little more than a liter (a little more than a quart).,1173,6
30803,6:8,"or, Hell",1173,8
30806,6:11,The word for “brothers” here and where context allows may also be correctly translated “brothers and sisters” or “siblings.”,1173,11
30826,7:14,"or, oppression",1174,14
30836,8:7,TR omits “One third of the earth was burned up”,1175,7
30842,8:13,TR reads “angel” instead of “eagle”,1175,13
30844,9:2,TR adds “great”,1176,2
30853,9:11,"“Abaddon” is a Hebrew word that means “ruin”, “destruction”, or “the place of destruction” “Apollyon” means “Destroyer”.",1176,11
30858,9:16,"literally, “ten thousands of ten thousands”",1176,16
30863,9:21,"The word for “sorceries” (pharmakeia) also implies the use of potions, poisons, and drugs",1176,21
30874,10:11,TR reads “He” instead of “They”,1177,11
30891,11:17,TR adds “and who is coming”,1178,17
30910,12:17,"or, seed",1179,17
30911,13:1,NU reads he stood,1180,1
30920,13:10,"TR reads “If anyone leads into captivity, into captivity he goes. If anyone will kill with the sword, he must be killed with a sword.” instead of “If anyone is to go into captivity, he will go into captivity. If anyone is to be killed with the sword, he must be killed.”",1180,10
30924,13:14,NU omits “my own”,1180,14
30933,14:5,TR adds “before the throne of God”,1181,5
30948,14:20,1600 stadia = 296 kilometers or 184 miles,1181,20
30950,15:2,"TR adds “his mark,”",1182,2
30968,16:12,"or, east",1183,12
30977,16:21,A talent is about 30 kilograms or 66 pounds.,1183,21
30985,17:8,TR reads “yet is” instead of “shall be present”,1184,8
31036,19:17,TR reads “supper of the great God” instead of “great supper of God”,1186,17
31042,20:2,TR and NU omit “who deceives the whole inhabited earth”.,1187,2
31053,20:13,"or, Hell",1187,13
31054,20:14,"or, Hell",1187,14
31063,21:8,TR and NU omit “sinners” The word for “sorcerers” here also includes users of potions and drugs.,1188,8
31071,21:16,"12,012 stadia = 2,221 kilometers or 1,380 miles. TR reads 12,000 stadia instead of 12,012 stadia.",1188,16
31072,21:17,144 cubits is about 65.8 meters or 216 feet,1188,17
31074,21:19,"or, lapis lazuli",1188,19
31083,22:1,TR adds “pure”,1189,1
31096,22:14,NU reads “wash their robes” instead of “do his commandments”.,1189,14
31101,22:19,TR reads “Book” instead of “tree”,1189,19
