record_id,category,type,title,asset_kind,local_path,size_bytes,sha256,content_type
video-program/what-is-life-all-about,Videos,video-program,What is Life All About?,thumbnail,content/videos/thumbnails/what-is-life-all-about.png,1519654,f01401d9e2386417954840b56b545aa447fe77ee349927348cf8fd6bd8691bf1,image/png
video-program/who-is-god,Videos,video-program,Who is GOD?,thumbnail,content/videos/thumbnails/who-is-god.png,1802556,e75e945d2da0bff67ad11f20ee350692558bb2a28f6418a5b5b49db09ca94187,image/png
video-program/witness-a-miracle,Videos,video-program,Witness a Miracle,thumbnail,content/videos/thumbnails/witness-a-miracle.png,1962757,0a83013e3e7fe667c60bd0a71e509581f57190813757014d829b121c0af0e1bc,image/png
video-program/mathematical-miracle-of-quran,Videos,video-program,Mathematical Miracle of Quran,thumbnail,content/videos/thumbnails/mathematical-miracle-of-quran.png,2957291,8e2c93cb4f2a3aa7701a51b05463b194333dcd0e0e84b33dc20d7361e3a2b65a,image/png
video-program/essentials-of-submission-islam,Videos,video-program,Essentials of Submission (Islam),thumbnail,content/videos/thumbnails/essentials-of-submission-islam.png,2171016,afab9712d5165fe4df8c5a9bbb18eae297c803fdd53d34e7797b2e206ea70b01,image/png
video-program/principles-of-contact-prayers-salat,Videos,video-program,Principles of Contact Prayers Salat,thumbnail,content/videos/thumbnails/principles-of-contact-prayers-salat.png,2544226,eb22e307f47a0548662e0fbdb001397e51295ce007ab6786743e3072828cd251,image/png
video-program/principles-of-friday-prayer,Videos,video-program,Principles of Friday Prayer,thumbnail,content/videos/thumbnails/principles-of-friday-prayer.png,2977067,cb85417fb82bc18adc7ce6cfcddaea5f66eb48c4ec12c3e90342a2d350788c4e,image/png
video-program/old-message-new-messenger,Videos,video-program,"Old Message, New Messenger",thumbnail,content/videos/thumbnails/old-message-new-messenger.png,1816107,91225beb311881f7141e25116f847b17081489f647d7be868af691ffdb575862,image/png
video-program/the-great-debate-dr-rashad-khalifa-vs-dr-abdel-rahman,Videos,video-program,The Great Debate: Dr. Rashad Khalifa vs Dr. Abdel Rahman,thumbnail,content/videos/thumbnails/the-great-debate-dr-rashad-khalifa-vs-dr-abdel-rahman.png,1826195,2c1d2161d45ced92541680d4787870529d8dd4ad098015ece2c9561a74a45807,image/png
video-program/in-defense-of-the-bible,Videos,video-program,In Defense of the Bible,thumbnail,content/videos/thumbnails/in-defense-of-the-bible.png,2274193,edd587b08bf46f75840d61e580368cef4fffb75c28bab03cb9a83f4475060470,image/png
video-program/evolution-or-creation-the-final-argument-by-dr-rashad-khalifa,Videos,video-program,Evolution or Creation: The Final Argument by Dr. Rashad Khalifa,thumbnail,content/videos/thumbnails/evolution-or-creation-the-final-argument-by-dr-rashad-khalifa.png,2402695,d2aaa36f33b0ab5f3d54d87a4766cc250b5e9f7c4434e1e585908633771ea4e9,image/png
video-program/king-of-chaos,Videos,video-program,King of Chaos,thumbnail,content/videos/thumbnails/king-of-chaos.png,2360654,a11276c52d4467420055d9d41ec0de3b549643fe90daf41b90012a5e2cba1bc3,image/png
video-program/friday-sermon-knowing-god-god-is-doing-everything-06051987,Videos,video-program,Friday Sermon: Knowing GOD: GOD is Doing Everything (06/05/1987),thumbnail,content/videos/thumbnails/friday-sermon-knowing-god-god-is-doing-everything-06051987.webp,6332,673955d2ed9aab192ba964008f8348d548be12ef4dd37b96d9cc7f5310e8cb48,image/webp
video-program/friday-sermon-universal-unity-through-devotion-to-god-alone,Videos,video-program,Friday Sermon: Universal Unity Through Devotion to GOD Alone,thumbnail,content/videos/thumbnails/friday-sermon-universal-unity-through-devotion-to-god-alone.webp,8628,e7278e4b5eae56bc084f7486c6f94db363057cb55f95c309582712764f706471,image/webp
video-program/friday-sermon-the-mathematical-miracle-proves-the-quran-to-be-the-word-of-god-10161987,Videos,video-program,Friday Sermon: The Mathematical Miracle Proves the Quran to be the Word of GOD (10/16/1987),thumbnail,content/videos/thumbnails/friday-sermon-the-mathematical-miracle-proves-the-quran-to-be-the-word-of-god-10161987.webp,6378,2a4aeb580e4427c39d51c4fff065f86c02bf80ef5071ca1cfe25b62c69afb970,image/webp
video-program/friday-sermon-evidence-is-increasing-this-life-is-a-school-for-the-eternal-life-111987,Videos,video-program,"Friday Sermon: Evidence is Increasing, This Life is a School for the Eternal Life (11/1987)",thumbnail,content/videos/thumbnails/friday-sermon-evidence-is-increasing-this-life-is-a-school-for-the-eternal-life-111987.webp,5222,f63ce5829207ca6fd1508899a7fdec0eabd9e3b510951475cbedf2c9ac475f80,image/webp
video-program/friday-sermon-quran-is-the-only-book-in-the-world-that-is-mathematically-composed-111987,Videos,video-program,Friday Sermon: Quran is the Only Book in the World That is Mathematically Composed (11/1987),thumbnail,content/videos/thumbnails/friday-sermon-quran-is-the-only-book-in-the-world-that-is-mathematically-composed-111987.webp,8728,d217f502f9ab49bcde99cfa312e18033430259f5554d632ebd6ba12fe43f0c83,image/webp
video-program/friday-sermon-more-evidence-memorize-this-supplication-for-divine-protection-111987,Videos,video-program,Friday Sermon: More Evidence - Memorize This Supplication For Divine Protection (11/1987),thumbnail,content/videos/thumbnails/friday-sermon-more-evidence-memorize-this-supplication-for-divine-protection-111987.webp,4708,54bf7d4d9ee80eb4a6078fbe57dbcdda94f73565b5f026684f97a7f8d46c3b85,image/webp
video-program/friday-sermon-the-muhammadans-worship-muhammad-discoveries-by-atef-and-lisa-12041987,Videos,video-program,"Friday Sermon: The Muhammadans Worship Muhammad, Discoveries by Atef and Lisa (12/04/1987)",thumbnail,content/videos/thumbnails/friday-sermon-the-muhammadans-worship-muhammad-discoveries-by-atef-and-lisa-12041987.webp,5444,3d2c272df1e06804ac131322a415c6030739d1efe1f361bf66fec6148af557c3,image/webp
video-program/friday-sermon-the-power-of-repentance-the-secret-of-happiness-01011988,Videos,video-program,"Friday Sermon: The Power of Repentance, The Secret of Happiness (01/01/1988)",thumbnail,content/videos/thumbnails/friday-sermon-the-power-of-repentance-the-secret-of-happiness-01011988.webp,5730,1bfae4b0604955b4f40c0ffdb0af4918d6cf1333d71027f10671254e88e04b7a,image/webp
video-program/friday-sermon-god-is-doing-everything-story-about-ahmed-subhy-mansour-1221988,Videos,video-program,"Friday Sermon: GOD is Doing Everything, Story About Ahmed Subhy Mansour (1/22/1988)",thumbnail,content/videos/thumbnails/friday-sermon-god-is-doing-everything-story-about-ahmed-subhy-mansour-1221988.webp,6090,d02ed7957d2e11721bb2c5e663f0c31ecd848699de8109c60336063f792ea48d,image/webp
video-program/friday-sermon-our-purpose-gods-kingdom-vs-satans-kingdom-abrahams-dream-03041988,Videos,video-program,"Friday Sermon: Our Purpose, GOD's Kingdom vs Satan's Kingdom, Abraham's Dream (03/04/1988)",thumbnail,content/videos/thumbnails/friday-sermon-our-purpose-gods-kingdom-vs-satans-kingdom-abrahams-dream-03041988.webp,7736,700c9da5d878512b1e8b665a250d72997a06a772fb528d89cdd2ec4210aace54,image/webp
video-program/friday-sermon-seek-gods-kingship-over-you-and-everything-else-follows-03251988,Videos,video-program,Friday Sermon: Seek GOD's Kingship Over You and Everything Else Follows (03/25/1988),thumbnail,content/videos/thumbnails/friday-sermon-seek-gods-kingship-over-you-and-everything-else-follows-03251988.webp,5326,b857b8c17e2aa53a3b99c16ca71c07caa09ffad4f2c67ff2b6002de46f9d4e85,image/webp
video-program/friday-sermon-marriage-importance-of-love-muhammads-example-04081988,Videos,video-program,"Friday Sermon: Marriage Importance of Love, Muhammad's Example (04/08/1988)",thumbnail,content/videos/thumbnails/friday-sermon-marriage-importance-of-love-muhammads-example-04081988.webp,6620,84e6dc6b6e36fec0509b5630cac5e5c19bc9a9c7fcb103e1fb9e2fde1a4fee65,image/webp
video-program/friday-sermon-proclaiming-messengership-abrahams-religion-04151988,Videos,video-program,"Friday Sermon: Proclaiming Messengership, Abraham's Religion (04/15/1988)",thumbnail,content/videos/thumbnails/friday-sermon-proclaiming-messengership-abrahams-religion-04151988.webp,9738,07b6d5b2e187b20fa038fe294e107144686340e6314350d2f93b1713f6e89332,image/webp
video-program/friday-sermon-rashad-explains-his-messengership-details-05161988,Videos,video-program,Friday Sermon: Rashad Explains His Messengership Details (05/16/1988),thumbnail,content/videos/thumbnails/friday-sermon-rashad-explains-his-messengership-details-05161988.webp,4572,67cad384b58774bd9bc6098c3cf8d8446413e1cb4e70350c7cb852b40b5c45f6,image/webp
video-program/friday-sermon-natural-instinct-who-is-the-real-you-how-to-find-perfect-happiness-05271988,Videos,video-program,Friday Sermon: Natural Instinct - Who is The Real You? How to Find Perfect Happiness (05/27/1988),thumbnail,content/videos/thumbnails/friday-sermon-natural-instinct-who-is-the-real-you-how-to-find-perfect-happiness-05271988.webp,5914,fbd4e3e1b6710e0e857dc09c2adf550065349765c26d43f3f50a8a96d4a04c35,image/webp
video-program/friday-sermon-the-meaning-of-life-discovering-the-miracle-07151988,Videos,video-program,"Friday Sermon: The Meaning of Life, Discovering the Miracle (07/15/1988)",thumbnail,content/videos/thumbnails/friday-sermon-the-meaning-of-life-discovering-the-miracle-07151988.webp,5268,5a0dfc328e2119d27470d12f41ff7318d3ed42a30baa6986c476da8c3129ae90,image/webp
video-program/friday-sermon-who-is-your-god-majority-of-believers-are-going-to-hell-10281988,Videos,video-program,Friday Sermon: Who is Your GOD? Majority of Believers Are Going to Hell (10/28/1988),thumbnail,content/videos/thumbnails/friday-sermon-who-is-your-god-majority-of-believers-are-going-to-hell-10281988.webp,5478,4d7b8a641ca2695d2df1315e771a1aaa74dcc20153b98e638de5c677384e2ae5,image/webp
video-program/friday-sermon-classification-of-creatures-loving-god-hell-is-not-enough-12091988,Videos,video-program,"Friday Sermon: Classification of Creatures, Loving GOD, Hell is not Enough (12/09/1988)",thumbnail,content/videos/thumbnails/friday-sermon-classification-of-creatures-loving-god-hell-is-not-enough-12091988.webp,5956,19a152edf523e225278473f396f3c02176b4af8b03d7ae13998c326dccb9afed,image/webp
video-program/friday-sermon-what-about-previous-generations-12301988,Videos,video-program,Friday Sermon: What About Previous Generations? (12/30/1988),thumbnail,content/videos/thumbnails/friday-sermon-what-about-previous-generations-12301988.webp,5246,67157d783f5b643d8a86c3304e3527d35d45bfa0b2085a4861f6d67d746c9306,image/webp
video-program/united-submitters-international-conference-explaining-the-fulfillment-of-the-covenant-1988,Videos,video-program,United Submitters International Conference: Explaining the Fulfillment of the Covenant (1988),thumbnail,content/videos/thumbnails/united-submitters-international-conference-explaining-the-fulfillment-of-the-covenant-1988.webp,12860,b3978feda7812a9fda0f054843f8ad652a9984ddca19b10148359b2668aabf71,image/webp
video-program/friday-sermon-remember-god-constantly-submitter-vs-objector-01131989,Videos,video-program,"Friday Sermon: Remember GOD Constantly, Submitter vs Objector (01/13/1989)",thumbnail,content/videos/thumbnails/friday-sermon-remember-god-constantly-submitter-vs-objector-01131989.webp,4782,d8d2f2e289f5c87c97cfc88f64eda1785a1c2e0047ed0a13c7560a1706f99a8f,image/webp
video-program/friday-sermon-revelation-of-quran-to-revelation-of-miracle-importance-of-dawn-prayer-02031989,Videos,video-program,"Friday Sermon: Revelation of Quran to Revelation of Miracle, Importance of Dawn Prayer (02/03/1989)",thumbnail,content/videos/thumbnails/friday-sermon-revelation-of-quran-to-revelation-of-miracle-importance-of-dawn-prayer-02031989.webp,5442,d3bd2ec48e2ca8255e9ef1acbabf978cf015e191f7e39379886d8916f64e9bf7,image/webp
video-program/friday-sermon-original-sin-only-god-guides-majority-of-believers-are-going-to-hell-03031989,Videos,video-program,"Friday Sermon: Original Sin, Only GOD Guides, Majority of Believers Are Going to Hell (03/03/1989)",thumbnail,content/videos/thumbnails/friday-sermon-original-sin-only-god-guides-majority-of-believers-are-going-to-hell-03031989.webp,4498,2e63235129525c2d6cf9e472717c07ce1d0a0c751bdec41c6a0a408970d0b147,image/webp
video-program/friday-sermon-purpose-of-messengers-the-advent-of-the-pure-quran-03171989,Videos,video-program,"Friday Sermon: Purpose of Messengers, The Advent of the Pure Quran (03/17/1989)",thumbnail,content/videos/thumbnails/friday-sermon-purpose-of-messengers-the-advent-of-the-pure-quran-03171989.webp,6416,3b3dff8edd3dae73fc5310bd919d7fb332356fd2dac9f22e818335e4b9be7c26,image/webp
video-program/friday-sermon-why-announce-messengership-08111989,Videos,video-program,Friday Sermon: Why Announce Messengership? (08/11/1989),thumbnail,content/videos/thumbnails/friday-sermon-why-announce-messengership-08111989.webp,5478,cc9bc62fc97304cd20b786594cb08ea742c925ccb066279438dd5245b04ef930,image/webp
video-program/friday-sermon-proving-every-verse-word-letter-with-irrefutable-evidence-11091989,Videos,video-program,"Friday Sermon: Proving Every Verse, Word, Letter, with Irrefutable Evidence (11/09/1989)",thumbnail,content/videos/thumbnails/friday-sermon-proving-every-verse-word-letter-with-irrefutable-evidence-11091989.webp,5372,ee4c7a02725b22644ac5748f5568c25ad3835cf3a6af113893ea90034b611545,image/webp
video-program/friday-sermon-the-heavenly-feud-the-importance-of-killing-the-ego-11291989,Videos,video-program,"Friday Sermon: The Heavenly Feud, The Importance of Killing the Ego (11/29/1989)",thumbnail,content/videos/thumbnails/friday-sermon-the-heavenly-feud-the-importance-of-killing-the-ego-11291989.webp,6066,d0220b1ed845fc4ca16493c850cb61ff5efd5715bf4c881eef1a6a0874fad540,image/webp
video-program/friday-sermon-proving-salat-al-jummah-the-righteous-go-straight-to-heaven-11261989,Videos,video-program,"Friday Sermon: Proving Salat al-Jummah, The Righteous Go Straight to Heaven (11/26/1989)",thumbnail,content/videos/thumbnails/friday-sermon-proving-salat-al-jummah-the-righteous-go-straight-to-heaven-11261989.webp,4692,af6cb9e4686d6e04321c7277f21cdef8eb1043cdfd99976dfd07676dfd2e0c1a,image/webp
video-program/friday-sermon-miracle-of-miracles-al-fatiha-proving-the-five-salat-12081989,Videos,video-program,"Friday Sermon: Miracle of Miracles - Al-Fatiha, Proving the Five Salat (12/08/1989)",thumbnail,content/videos/thumbnails/friday-sermon-miracle-of-miracles-al-fatiha-proving-the-five-salat-12081989.webp,6046,f63081536be0bb98dbd92bd67b953d7d99b2d091a996c6bbe5d1c2676aa5715b,image/webp
video-program/friday-sermon-united-submitters-international-conference-1989,Videos,video-program,Friday Sermon: United Submitters International Conference (1989),thumbnail,content/videos/thumbnails/friday-sermon-united-submitters-international-conference-1989.webp,5824,7ec5f4b942ba96593aaf855f5d87380c0b5e3365adb8577947a447e1484c1f22,image/webp
video-program/united-submitters-international-conference-final-speech-by-dr-rashad-khalifa-1989,Videos,video-program,United Submitters International Conference: Final Speech by Dr. Rashad Khalifa (1989),thumbnail,content/videos/thumbnails/united-submitters-international-conference-final-speech-by-dr-rashad-khalifa-1989.webp,6886,add1af05a3f10d23d1dacff23a4738b992ec328447641e891e4422b282bfb721,image/webp
video-program/city-council-al-fatiha-recitation-by-dr-rashad-khalifa,Videos,video-program,City Council Al-Fatiha Recitation by Dr. Rashad Khalifa,thumbnail,content/videos/thumbnails/city-council-al-fatiha-recitation-by-dr-rashad-khalifa.jpg,7431,3254751235a3897fd9a295f55bf400103a00045b317e2a87bf92702d70f38392,image/jpeg
video-program/excerpts-from-a-radio-debate-with-dr-rashad-khalifa,Videos,video-program,Excerpts From a Radio Debate With Dr. Rashad Khalifa,thumbnail,content/videos/thumbnails/excerpts-from-a-radio-debate-with-dr-rashad-khalifa.png,1740443,856d2abf6fc83ceb7fdddb8e069b6fe9bc0350541bee388087dad6ef5fd8ef2c,image/png
video-program/world-news-bulletin,Videos,video-program,World News Bulletin,thumbnail,content/videos/thumbnails/world-news-bulletin.png,1568288,5d18f0dd042f847c2456c6380602bcb9d094644b9e2d8e1e77d22ee2f5099c50,image/png
video-program/the-creators-signature,Videos,video-program,The Creators Signature,thumbnail,content/videos/thumbnails/the-creators-signature.png,1313685,2b34c085ab0a078f266cc96d0a6ef34ef52e076bb8422a2280af237972d36dae,image/png
video-program/arabic-language-lessons-by-dr-rashad-khalifa,Videos,video-program,Arabic Language Lessons By Dr. Rashad Khalifa,thumbnail,content/videos/thumbnails/arabic-language-lessons-by-dr-rashad-khalifa.png,1533083,7e5dbd6b8c33c15e1a51c68062486ebf2a111c0d67e21a07ef981a94f3e0c3b5,image/png
video-program/debate-dr-rashad-khalifa-ph-d-vs-sunni-scholars-1987,Videos,video-program,Debate: Dr Rashad Khalifa Ph D vs Sunni Scholars (1987),thumbnail,content/videos/thumbnails/debate-dr-rashad-khalifa-ph-d-vs-sunni-scholars-1987.jpg,44869,3dbad74664f1acbf1301d4575833d221c1004e7cf9dfb08823dd6ec59b5c1cc7,image/jpeg
quran-study/01 Quran Study From Azhar 1 Sura 72;19 28 & Sura 73 By Kathryn Jinns 05 26 1989,Quran Studies,quran-study,"QS 01 — Sura 72–73, Jinns & Night Prayer (Kathryn Jinns, 05/26/1989)",thumbnail,content/audios/quran-studies/thumbnails/01-quran-study-from-azhar-1-sura-7219-28-and-sura-73-by-kathryn-jinns-05-26-1989.jpg,13551,7951f4099160fa73532f51ff5049e65a3d7f1e06a9fa4071fca0e700981b5f50,image/jpeg
quran-study/02 Quran Study From Azhar 2 Sura 95 & Sura 96 By M Sabahi Two Verses Of Sura 9 Dropped Out To Demons,Quran Studies,quran-study,QS 02 — Sura 95–96 & Two Verses of Sura 9 (M. Sabahi),thumbnail,content/audios/quran-studies/thumbnails/02-quran-study-from-azhar-2-sura-95-and-sura-96-by-m-sabahi-two-verses-of-sura-9-dropped-out-to-demons.jpg,16548,c03d831122d9c00588a93f1ae1451c13c39d2362b12f5623d2c3403c0df4c773,image/jpeg
quran-study/03 Quran Study From Azhar 3 Sura 10;79 92 & Sura 23 By Rashad's Khutba 01 19 1990 Sura 3;110 117 By,Quran Studies,quran-study,"QS 03 — Sura 10:79–92 & Sura 23 (Rashad Khutba, 01/19/1990)",thumbnail,content/audios/quran-studies/thumbnails/03-quran-study-from-azhar-3-sura-1079-92-and-sura-23-by-rashads-khutba-01-19-1990-sura-3110-117-by.jpg,18992,88f9e36c29bb6f1194d467aa89c8c337bea62bcbca151454d063d840e333d121,image/jpeg
quran-study/04 Quran Study From Azhar 4 Sura 37 By Rashad Shakira Present Astroid 01 21 1990 Sura 3;118 129 By S,Quran Studies,quran-study,QS 04 — Sura 37 & Shakira Presents Asteroid (01/21/1990),thumbnail,content/audios/quran-studies/thumbnails/04-quran-study-from-azhar-4-sura-37-by-rashad-shakira-present-astroid-01-21-1990-sura-3118-129-by-s.jpg,17228,ef25bc33c0c35081d8967c09f33de7b48557fe146f9bc7cc3fb4f0d78efc322c,image/jpeg
quran-study/05 Quran Study From Azhar 5 Sura 56;75 & Sura 57 By Lisa 02 17 1989,Quran Studies,quran-study,"QS 05 — Sura 56–57 (Lisa, 02/17/1989)",thumbnail,content/audios/quran-studies/thumbnails/05-quran-study-from-azhar-5-sura-5675-and-sura-57-by-lisa-02-17-1989.jpg,11249,2a963651693c749d3f3f6f947627c6193cc1209034b5171985dabd364bbe89c1,image/jpeg
quran-study/06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,Quran Studies,quran-study,"QS 06 — Sura 59 & Post Retirement Account Discussion (Donna, 03/10/1989)",thumbnail,content/audios/quran-studies/thumbnails/06-quran-study-from-azhar-6-sura-59-by-donna-pra-invisible-giants-hypocrites-03-10-1989.jpg,20564,dc25693da4cb70e07fc089d81bdbff65148dcf966f6118c0901fd2f342eb2cc3,image/jpeg
quran-study/07 Quran Study From Azhar 7 Sura 62 & Sura 63 By Kathryn God's Religion Will Dominate In 20 To 50 Yr,Quran Studies,quran-study,QS 07 — Sura 62–63 & God’s Religion Will Dominate (Kathryn),thumbnail,content/audios/quran-studies/thumbnails/07-quran-study-from-azhar-7-sura-62-and-sura-63-by-kathryn-gods-religion-will-dominate-in-20-to-50-yr.jpg,17935,c4f560cf950ac03a6394edb5460bda580f1419ebee824bd83bf8ec8ab6a27e1b,image/jpeg
quran-study/08 Quran Study From Azhar 8 Sura 65 & Sura 66 By Lori Encourage Children To Do Salat Hamid Argues 04,Quran Studies,quran-study,QS 08 — Sura 65–66 & Encouraging Children to Observe Salat (Lori),thumbnail,content/audios/quran-studies/thumbnails/08-quran-study-from-azhar-8-sura-65-and-sura-66-by-lori-encourage-children-to-do-salat-hamid-argues-04.jpg,17660,c0443435e78476a1b04eb4d76cf2be4e241536f5a184734d46980813ae026191,image/jpeg
quran-study/09 Quran Study From Azhar 9 Sura 70 By Edip Chastity Worry Edip Wanted Rashad To Change Rich Believe,Quran Studies,quran-study,QS 09 — Sura 70 & Chastity Discussion (Edip),thumbnail,content/audios/quran-studies/thumbnails/09-quran-study-from-azhar-9-sura-70-by-edip-chastity-worry-edip-wanted-rashad-to-change-rich-believe.jpg,21533,adf44df0c4225afea86a1bbca7bde78c3f7a1710be7e035992cd9c14a795c011,image/jpeg
quran-study/10 Quran Study From Azhar 10 Sura 71 & Sura 72 By Afameh Chastity Jinns 05 19 1989,Quran Studies,quran-study,"QS 10 — Sura 71–72 & Jinns (Afameh, 05/19/1989)",thumbnail,content/audios/quran-studies/thumbnails/10-quran-study-from-azhar-10-sura-71-and-sura-72-by-afameh-chastity-jinns-05-19-1989.jpg,12504,44c2b99875919b0bd163ae83bf3afd7dcfbb7adb26b4c68d070a828fbebfed4f,image/jpeg
quran-study/11 Quran Study From Behrouz 111 Sura 23;60 88 & Sura 16 01 18 199001 23 1990 Morning Before 01 31 19,Quran Studies,quran-study,"QS 11 — Sura 23:60–88 & Sura 16 (Morning Session, 01/1990)",thumbnail,content/audios/quran-studies/thumbnails/11-quran-study-from-behrouz-111-sura-2360-88-and-sura-16-01-18-199001-23-1990-morning-before-01-31-19.jpg,20688,f2dc41e2c0e7ee16d6bd9b318ff4d05fe3b38e2965ff15d2e928f81121b317db,image/jpeg
quran-study/12 Quran Study From Behrouz 212 Behrouz's Khutba Edip Yuksel's Exposure 01 25 1990,Quran Studies,quran-study,QS 12 — Behrouz Khutba & Edip Yuksel Exposure (01/25/1990),thumbnail,content/audios/quran-studies/thumbnails/12-quran-study-from-behrouz-212-behrouzs-khutba-edip-yuksels-exposure-01-25-1990.jpg,13899,2e9f95f63740ca5e904141c7500f3db65c8c1a5379b24e2551a8414d91e9a330,image/jpeg
quran-study/13 Quran Study From Behrouz 313 Sura 7;12 By Rashad Adam & Eve's Body 12 24 1989,Quran Studies,quran-study,"QS 13 — Sura 7:12 & Adam and Eve’s Body (Rashad, 12/24/1989)",thumbnail,content/audios/quran-studies/thumbnails/13-quran-study-from-behrouz-313-sura-712-by-rashad-adam-and-eves-body-12-24-1989.jpg,14859,a3968af4cee36fe007ad6333f8277b9312c3f2a9ae4f94988fc1fbead974c728,image/jpeg
quran-study/14 Quran Study From Behrouz 414 Night Of Destiny Zikr By Rashad,Quran Studies,quran-study,QS 14 — Night of Destiny & Zikr (Rashad),thumbnail,content/audios/quran-studies/thumbnails/14-quran-study-from-behrouz-414-night-of-destiny-zikr-by-rashad.jpg,10473,d2797056008ef73b8ca4bc9d0fa4eba71a17f39e159c59af99430d2029d98baf,image/jpeg
quran-study/15 Quran Study From Behrouz 515 Sura 54;23 By Rashad Sura 55 & Sura 56 & Sura 51 Age 40 & First Gen,Quran Studies,quran-study,"QS 15 — Sura 54–56, Age 40 & First Generation (Rashad)",thumbnail,content/audios/quran-studies/thumbnails/15-quran-study-from-behrouz-515-sura-5423-by-rashad-sura-55-and-sura-56-and-sura-51-age-40-and-first-gen.jpg,16496,2f5c95d98de45b8db130fb799e0014b241a94008bb97287ae672525511a0f01f,image/jpeg
quran-study/16 Quran Study From Behrouz 616 Sura 64 By Rashad Nothing Happens Except Sura 70 By Edip Worry Chast,Quran Studies,quran-study,QS 16 — Sura 64 & Nothing Happens Except by GOD (Rashad),thumbnail,content/audios/quran-studies/thumbnails/16-quran-study-from-behrouz-616-sura-64-by-rashad-nothing-happens-except-sura-70-by-edip-worry-chast.jpg,21264,a277d6916b1b5bb54fe043a81cde18352a5d024e933cb21084836e78c827278b,image/jpeg
quran-study/17 Quran Study From Behrouz 717 Sura 90 & Sura 91 By Rashad Sura 82 & Sura 83 By Edip 07 21 1989No 7,Quran Studies,quran-study,"QS 17 — Sura 90–91 & Chastity Discussion (Rashad & Edip, 07/21/1989)",thumbnail,content/audios/quran-studies/thumbnails/17-quran-study-from-behrouz-717-sura-90-and-sura-91-by-rashad-sura-82-and-sura-83-by-edip-07-21-1989no-7.jpg,15633,5f64e42c08085d92642f773cf2372c145246c0e41a45fe1797f32d7190329aac,image/jpeg
quran-study/18 Quran Study From Behrouz 818 Sura 61 & Sura 87 & Sura 94 By Rashad Sura 81 By Edip No 8,Quran Studies,quran-study,"QS 18 — Sura 61, 81, 87 & 94 (Rashad & Edip)",thumbnail,content/audios/quran-studies/thumbnails/18-quran-study-from-behrouz-818-sura-61-and-sura-87-and-sura-94-by-rashad-sura-81-by-edip-no-8.jpg,10534,d572877672047948ef2a39b54b95a6bb942ad80f45ab83cb9373dda986e82161,image/jpeg
quran-study/19 Quran Study From Behrouz 919 Sura 2;89 119 Witchcraft Reverting Intro To Blue Quran No 13,Quran Studies,quran-study,"QS 19 — Sura 2:89–119, Witchcraft & the Blue Quran (Behrouz)",thumbnail,content/audios/quran-studies/thumbnails/19-quran-study-from-behrouz-919-sura-289-119-witchcraft-reverting-intro-to-blue-quran-no-13.jpg,14486,99905f057468a9525d261289539051dc2ae475771a09127694eb40439184018f,image/jpeg
quran-study/20 Quran Study From Behrouz 1020 Sura 3 By M Sabahi Insurance Fear Worry,Quran Studies,quran-study,"QS 20 — Sura 3 & Insurance, Fear & Worry (M. Sabahi)",thumbnail,content/audios/quran-studies/thumbnails/20-quran-study-from-behrouz-1020-sura-3-by-m-sabahi-insurance-fear-worry.jpg,8975,5dffb5a43006107fe978e1debcc25d7b340bfc2f86dda41c1af54c294b44c4dd,image/jpeg
quran-study/21 Quran Study From Behrouz 1121 Sura 9;52 By Rashad The Hypocrites Apology To Parivash Sura 56;75 B,Quran Studies,quran-study,QS 21 — Sura 9:52 & The Hypocrites’ Apology (Rashad),thumbnail,content/audios/quran-studies/thumbnails/21-quran-study-from-behrouz-1121-sura-952-by-rashad-the-hypocrites-apology-to-parivash-sura-5675-b.jpg,12793,cf077e7b572d1ed13afb791f061f85de78eec3074884adc79cbaec956828b27c,image/jpeg
quran-study/22 Quran Study From Behrouz 1222 Sura 39;11 By Rashad Admission Test I Don't Compromise With A Littl,Quran Studies,quran-study,QS 22 — Sura 39:11 & Admission Test (Rashad),thumbnail,content/audios/quran-studies/thumbnails/22-quran-study-from-behrouz-1222-sura-3911-by-rashad-admission-test-i-dont-compromise-with-a-littl.jpg,23223,166877838c7ba4dd4905d983787bc07c16cb7dfa63be321ac0b9b45f745dd9bb,image/jpeg
quran-study/23 Quran Study From Behrouz 1323 Sura 51 By Douglas New Era Believers Are Protected From Accidents &,Quran Studies,quran-study,QS 23 — Sura 51 & Protected Believers (Douglas),thumbnail,content/audios/quran-studies/thumbnails/23-quran-study-from-behrouz-1323-sura-51-by-douglas-new-era-believers-are-protected-from-accidents-and.jpg,16244,67a894b80bf1497432be42e2be781c4d9b7e817a5375a42de63daca920a0645c,image/jpeg
quran-study/24 Quran Study From Behrouz 1424 Sura 55 By Lori Alfatehe Sura 56 By Naghmeh,Quran Studies,quran-study,QS 24 — Sura 55–56 (Lori & Naghmeh),thumbnail,content/audios/quran-studies/thumbnails/24-quran-study-from-behrouz-1424-sura-55-by-lori-alfatehe-sura-56-by-naghmeh.jpg,7595,db3298a9d71a8f299ce7acca4cd2f8ba7b8a2e965e08fc9d1cf4773dbf37d944,image/jpeg
